Plataform,Institution,Title,Level,Price,Language,Rating,n_Students,Type,Subject,Certificate
EDX,Stanford University,Disaster Medicine Training,Introductory,0,English,0.0,10937,Self-paced on your time,Medicine,50
EDX,Wageningen University & Research,Nutrition and Health: Human Microbiome,Introductory,0,English,0.0,44079,Self-paced on your time,Health & Safety,49
EDX,Indian Institute of Management Bangalore,Customer Relationship Management,Intermediate,0,English,0.0,53085,Self-paced on your time,Business & Management,50
EDX,Harvard University,Islam Through Its Scriptures,Introductory,0,English,0.0,65430,Self-paced on your time,Humanities,99
EDX,The Georgia Institute of Technology,Mechatronics Revolution: Fundamentals and Core Concepts,Introductory,0,English,0.0,11619,Self-paced on your time,Engineering,149
EDX,Indian Institute of Management Bangalore,Accounting for Decision-Making,Intermediate,0,English,0.0,57710,Self-paced on your time,Business & Management,150
EDX,Dartmouth_IMTx-Dartmouth College-IMT,C Programming: Language Foundations,Introductory,0,English,0.0,46400,Self-paced on your time,Computer Science,49
EDX,Inter-American Development Bank,Big Data sin misterios,Intermediate,0,Español,0.0,65564,Self-paced on your time,Data Analysis & Statistics,25
EDX,Catalyst,Becoming a Successful Leader (Inclusive Leadership Training),Introductory,0,English,0.0,215705,Self-paced on your time,Communication,49
EDX,"University of California, Berkeley","English for Journalists, Part 1",Intermediate,0,English,0.0,50847,Self-paced on your time,Communication,139
EDX,New York University,Introduction to Networking,Introductory,0,English,0.0,16134,Self-paced on your time,Computer Science,150
EDX,Imperial College Business School-Imperial College London,Accounting Essentials,Introductory,0,English,0.0,58463,Self-paced on your time,Business & Management,79
EDX,Universidad Carlos III de Madrid,Introduction to Java Programming: Starting to code in Java,Introductory,0,English,0.0,325554,Self-paced on your time,Computer Science,149
EDX,Universidad Carlos III de Madrid,European Paintings: From Leonardo to Rembrandt to Goya,Introductory,0,English,0.0,60734,Self-paced on your time,Humanities,99
EDX,Universidad Galileo,Java Programming Fundamentals,Intermediate,0,English,0.0,12042,Self-paced on your time,Engineering,49
EDX,University of Pennsylvania,"Hollywood: History, Industry, Art",Introductory,0,English,0.0,50033,Self-paced on your time,Communication,169
EDX,IBM,Data Science Tools,Introductory,0,English,0.0,15627,Self-paced on your time,Data Analysis & Statistics,39
EDX,Columbia University,Statistical Thinking for Data Science and Analytics,Introductory,0,English,0.0,198861,Self-paced on your time,Computer Science,99
EDX,The University of Queensland,Philosophy and Critical Thinking,Introductory,0,English,0.0,97175,Self-paced on your time,Humanities,99
EDX,Université catholique de Louvain,International Law,Advanced,0,English,0.0,91868,Self-paced on your time,Law,150
EDX,The University of Queensland,Tourism and Travel Management,Introductory,0,English,0.0,38503,Self-paced on your time,Business & Management,5
EDX,Rochester Institute of Technology,Project Management Life Cycle,Intermediate,0,English,0.0,120019,Self-paced on your time,Business & Management,150
EDX,Delft University of Technology,Solar Energy,Introductory,0,English,0.0,125069,Self-paced on your time,Engineering,50
EDX,Rochester Institute of Technology,Public Speaking,Introductory,0,English,0.0,10129,Self-paced on your time,Communication,199
EDX,Waseda University,Japanese Pronunciation for Communication,Introductory,0,日本語,0.0,62757,Self-paced on your time,Communication,99
EDX,"University of California, Berkeley",Mindfulness and Resilience to Stress at Work,Introductory,0,English,0.0,33414,Self-paced on your time,Business & Management,199
EDX,Delft University of Technology,Framing Your Communication to Inspire and Convince,Intermediate,0,English,0.0,49351,Self-paced on your time,Business & Management,125
EDX,University of British Columbia,Business Foundations,Introductory,0,English,0.0,55154,Self-paced on your time,Business & Management,150
EDX,Kyoto University,The Chemistry of Life,Introductory,0,English,0.0,78704,Self-paced on your time,Biology & Life Sciences,49
EDX,Wageningen University & Research,Nutrition and Health: Micronutrients and Malnutrition,Intermediate,0,English,0.0,78266,Self-paced on your time,Biology & Life Sciences,99
EDX,The Hong Kong University of Science and Technology,Digital Design,Introductory,0,English,0.0,12339,Self-paced on your time,Design,50
EDX,Columbia University,Machine Learning for Data Science and Analytics,Introductory,0,English,0.0,140419,Self-paced on your time,Computer Science,99
EDX,The University of Queensland,The Science of Everyday Thinking,Introductory,0,English,0.0,318399,Self-paced on your time,Business & Management,99
EDX,Inter-American Development Bank,Gestion de projets de développement,Intermediate,0,Français,0.0,41663,Self-paced on your time,Business & Management,25
EDX,"The University of Maryland, College Park-University System of Maryland",Product Management Fundamentals,Introductory,0,English,0.0,11913,Self-paced on your time,Business & Management,199
EDX,Université catholique de Louvain,International Human Rights Law,Advanced,0,English,0.0,74424,Self-paced on your time,Law,150
EDX,SDG Academy,The Best Start in Life: Early Childhood Development for Sustainable Development,Intermediate,0,English,0.0,23139,Self-paced on your time,Education & Teacher Training,49
EDX,IBM,Data Science and Machine Learning Capstone Project,Intermediate,0,English,0.0,21809,Self-paced on your time,Data Analysis & Statistics,99
EDX,The National University of Singapore,"Data Science for Construction, Architecture and Engineering",Introductory,0,English,0.0,11113,Self-paced on your time,Data Analysis & Statistics,199
EDX,Wageningen University & Research,"Nutrition, Heart Disease and Diabetes",Intermediate,0,English,0.0,24986,Self-paced on your time,Food & Nutrition,99
EDX,Inter-American Development Bank,Project Management for Development,Intermediate,0,English,0.0,62099,Self-paced on your time,Business & Management,49
EDX,The Linux Foundation,Introduction to Cloud Infrastructure Technologies,Introductory,0,English,0.0,86923,Self-paced on your time,Computer Science,169
EDX,Wageningen University & Research,"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",Introductory,0,English,0.0,13566,Self-paced on your time,Art & Culture,65
EDX,Columbia University,Machine Learning,Advanced,0,English,0.0,150855,Instructor-led on a course schedule,Computer Science,249
EDX,Universitat Politècnica de Valencia,Introducción a la gestión de proyectos,Introductory,0,Español,0.0,98517,Self-paced on your time,Business & Management,50
EDX,Columbia University,Free Cash Flow Analysis,Introductory,0,English,0.0,36085,Self-paced on your time,Business & Management,225
EDX,Technische Universität München,Lean Production,Introductory,0,English,0.0,55926,Self-paced on your time,Business & Management,99
EDX,SchoolYourself,Introduction to Algebra,Introductory,0,English,0.0,131197,Self-paced on your time,Math,139
EDX,IITBombay,"LaTeX for Students, Engineers, and Scientists",Introductory,0,English,0.0,11823,Self-paced on your time,Engineering,139
EDX,Catalyst,Leading With Effective Communication (Inclusive Leadership Training),Introductory,0,English,0.0,107770,Self-paced on your time,Communication,50
EDX,The University of Michigan,Anatomy: Musculoskeletal and Integumentary Systems,Introductory,0,English,0.0,51969,Self-paced on your time,Biology & Life Sciences,49
EDX,Universidades Anáhuac,"Inglés empresarial: ventas, gestión y liderazgo",Introductory,0,English,0.0,10897,Instructor-led on a course schedule,Business & Management,49
EDX,The Wharton School of the University of Pennsylvania,Business Strategy from Wharton: Competitive Advantage,Intermediate,0,English,0.0,26675,Self-paced on your time,Business & Management,199
EDX,Universidades Anáhuac,Inteligencia emocional para el liderazgo efectivo y colaboración,Introductory,0,Español,0.0,14726,Self-paced on your time,Social Sciences,49
EDX,Universidad Autónoma de Madrid,Introducción al desarrollo de aplicaciones web,Introductory,0,Español,0.0,27757,Self-paced on your time,Computer Science,49
EDX,Technische Universität München,"Six Sigma: Analyze, Improve, Control",Introductory,0,English,0.0,56016,Self-paced on your time,Business & Management,99
EDX,Universidades Anáhuac,Introducción a la inteligencia emocional,Introductory,0,Español,0.0,18830,Self-paced on your time,Social Sciences,49
EDX,Massachusetts Institute of Technology,AP® Microeconomics,Introductory,0,English,0.0,53664,Self-paced on your time,Economics & Finance,49
EDX,University of Hong Kong,Engineering Calculus and Differential Equations,Introductory,0,English,0.0,21535,Self-paced on your time,Math,50
EDX,The University of Texas at Austin,Linear Algebra - Foundations to Frontiers,Intermediate,0,English,0.0,88570,Self-paced on your time,Computer Science,49
EDX,Tecnológico de Monterrey,Habilidades de negociación y comunicación efectiva,Introductory,0,Español,0.0,19614,Self-paced on your time,Business & Management,149
EDX,Tecnológico de Monterrey,Effective Communication for Today's Leader,Intermediate,0,English,0.0,8862,Self-paced on your time,Business & Management,149
EDX,Delft University of Technology,Electric Cars: Technology,Intermediate,0,English,0.0,40972,Self-paced on your time,Engineering,50
EDX,Massachusetts Institute of Technology,Site Planning Online,Intermediate,0,English,0.0,12948,Self-paced on your time,Design,99
EDX,The International Monetary Fund,Macroeconometric Forecasting,Intermediate,0,English,0.0,69358,Self-paced on your time,Economics & Finance,25
EDX,Inter-American Development Bank,Administración pública y fiscal: cómo se gestiona un gobierno,Introductory,0,Español,0.0,49189,Self-paced on your time,Economics & Finance,25
EDX,Red Hat,Fundamentals of Red Hat Enterprise Linux,Introductory,0,English,0.0,53788,Self-paced on your time,Computer Science,99
EDX,IITBombay,Algorithms,Intermediate,0,English,0.0,61722,Self-paced on your time,Computer Science,149
EDX,Harvard University,Calculus Applied!,Intermediate,0,English,0.0,54976,Self-paced on your time,Math,99
EDX,Arizona State University,Precalculus,Intermediate,0,English,0.0,55576,Self-paced on your time,Math,49
EDX,Universidad del Rosario,Fundamentos de anatomía y técnica quirúrgica básica,Introductory,0,Español,0.0,12133,Instructor-led on a course schedule,Medicine,49
EDX,University of British Columbia,Business Communications,Introductory,0,English,0.0,60713,Self-paced on your time,Business & Management,150
EDX,Wellesley College,Italian Language and Culture: Intermediate (2019-2020),Intermediate,0,Italiano,0.0,35058,Self-paced on your time,Language,49
EDX,Stanford University,International Women's Health and Human Rights,Introductory,0,English,0.0,9796,Self-paced on your time,Social Sciences,50
EDX,The Linux Foundation,Blockchain: Understanding Its Uses and Implications,Introductory,0,English,0.0,66769,Self-paced on your time,Business & Management,199
EDX,Imperial College London,"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",Intermediate,0,English,0.0,22366,Self-paced on your time,Math,49
EDX,"University of California, Berkeley",Blockchain Technology,Intermediate,0,English,0.0,55376,Self-paced on your time,Computer Science,99
EDX,Rolls-Royce,Basics of Power BI,Introductory,0,English,0.0,8314,Self-paced on your time,Data Analysis & Statistics,49
EDX,University of Washington,Preparing to Network in English,Introductory,0,English,0.0,34337,Self-paced on your time,Language,149
EDX,MandarinX,Mandarin Chinese Essentials,Introductory,0,English,0.0,36665,Self-paced on your time,Language,99
EDX,Amnesty International,Human Rights: The Rights of Refugees,Introductory,0,English,0.0,84270,Self-paced on your time,Humanities,49
EDX,Wits University,What do Architects and Urban Planners do?,Introductory,0,English,0.0,11046,Self-paced on your time,Architecture,49
EDX,Harvard University,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Introductory,0,English,0.0,22723,Self-paced on your time,Social Sciences,49
EDX,Tecnológico de Monterrey,Negotiation Skills and Effective Communication,Intermediate,0,English,0.0,8146,Self-paced on your time,Business & Management,149
EDX,"University of California, Berkeley",AP® English Literature & Composition – Part 1: Stories,Introductory,0,English,0.0,15650,Self-paced on your time,Humanities,49
EDX,IsraelX-Tel Aviv University,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",Introductory,0,English,0.0,28710,Self-paced on your time,Medicine,149
EDX,Inter-American Development Bank,Alianzas: un vehículo para lograr el desarrollo sostenible,Introductory,0,Español,0.0,17554,Self-paced on your time,Social Sciences,25
EDX,The Hong Kong Polytechnic University,Designing and Creating Skirts,Introductory,0,English,0.0,13954,Self-paced on your time,Design,99
EDX,edX,Cómo Aprender Online,Introductory,0,Español,0.0,7958,Self-paced on your time,Education & Teacher Training,49
EDX,The Georgia Institute of Technology,Computing in Python II: Control Structures,Introductory,0,English,0.0,31511,Self-paced on your time,Computer Science,99
EDX,Universidad Galileo,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,Introductory,0,Español,0.0,29614,Self-paced on your time,Communication,49
EDX,"The University of California, San Diego",Machine Learning Fundamentals,Advanced,0,English,0.0,82008,Self-paced on your time,Data Analysis & Statistics,350
EDX,Delft University of Technology,Pre-University Calculus,Introductory,0,English,0.0,103224,Self-paced on your time,Math,50
EDX,Tsinghua University,Tsinghua Chinese: Start Talking with 1.3 Billion People,Introductory,0,English,0.0,58834,Self-paced on your time,Language,49
EDX,IBM,Deep Learning with Python and PyTorch,Intermediate,0,English,0.0,36195,Self-paced on your time,Data Analysis & Statistics,99
EDX,Universitat Politècnica de Valencia,Diseña presentaciones eficaces con Powerpoint,Introductory,0,Español,0.0,36663,Self-paced on your time,Computer Science,50
EDX,University of Adelaide,World of Wine: From Grape to Glass,Introductory,0,English,0.0,81839,Self-paced on your time,Science,199
EDX,SDG Academy,Sustainable Cities,Intermediate,0,English,0.0,16619,Self-paced on your time,Environmental Studies,49
EDX,The University of Queensland,Introduction to Developmental Psychology,Introductory,0,English,0.0,38060,Self-paced on your time,Humanities,99
EDX,Berklee College of Music,Creativity & Entrepreneurship,Introductory,0,English,0.0,69413,Self-paced on your time,Business & Management,49
EDX,Arizona State University,College Algebra and Problem Solving,Introductory,0,English,0.0,103010,Self-paced on your time,Math,49
EDX,Wits University,Academic writing for clarity and meaning,Introductory,0,English,0.0,16220,Self-paced on your time,Education & Teacher Training,49
EDX,The International Monetary Fund,Financial Development and Financial Inclusion,Intermediate,0,English,0.0,13853,Self-paced on your time,Economics & Finance,25
EDX,SDG Academy,Global Public Health,Intermediate,0,English,0.0,17273,Self-paced on your time,Health & Safety,49
EDX,The University of Texas at Austin,Embedded Systems - Shape The World: Microcontroller Input/Output,Intermediate,0,English,0.0,69182,Self-paced on your time,Computer Science,49
EDX,Wageningen University & Research,Introduction to Animal Behaviour,Introductory,0,English,0.0,42135,Self-paced on your time,Biology & Life Sciences,49
EDX,Delft University of Technology,Circular Economy: An Introduction,Introductory,0,English,0.0,50240,Self-paced on your time,Business & Management,50
EDX,The International Monetary Fund,Public Financial Management,Intermediate,0,English,0.0,23288,Self-paced on your time,Economics & Finance,25
EDX,The University of Michigan,Anatomy: Human Neuroanatomy,Introductory,0,English,0.0,49319,Self-paced on your time,Biology & Life Sciences,49
EDX,Universitat Politècnica de Valencia,Android: Introducción a la Programación,Introductory,0,Español,0.0,85786,Self-paced on your time,Computer Science,50
EDX,Harvard University,The Ancient Greek Hero,Introductory,0,English,0.0,51744,Instructor-led on a course schedule,Humanities,99
EDX,"The University of Maryland, College Park-University System of Maryland",Agile Leadership Principles and Practices,Advanced,0,English,0.0,31838,Self-paced on your time,Engineering,199
EDX,University of British Columbia,How to Code: Simple Data,Introductory,0,English,0.0,98113,Self-paced on your time,Computer Science,125
EDX,Curtin University,Cybersecurity and Privacy in the IoT,Introductory,0,English,0.0,21440,Self-paced on your time,Computer Science,199
EDX,Indian Institute of Management Bangalore,Strategic Management,Introductory,0,English,0.0,71085,Self-paced on your time,Business & Management,150
EDX,IBM,Introducción a la ciencia de datos y sus aplicaciones,Introductory,0,Español,0.0,7303,Self-paced on your time,Data Analysis & Statistics,39
EDX,Massachusetts Institute of Technology,"Biochemistry: Biomolecules, Methods, and Mechanisms",Intermediate,0,English,0.0,18692,Instructor-led on a course schedule,Biology & Life Sciences,150
EDX,Universidad Nacional de Córdoba,Astronomía Virtual,Introductory,0,Español,0.0,10500,Self-paced on your time,Science,29
EDX,Wageningen University & Research,Nutrition and Cancer,Intermediate,0,English,0.0,27144,Self-paced on your time,Food & Nutrition,99
EDX,Curtin University,Build your very first iOS app,Introductory,0,English,0.0,31570,Instructor-led on a course schedule,Computer Science,149
EDX,IITBombay,Object-Oriented Programming,Introductory,0,English,0.0,93633,Self-paced on your time,Computer Science,149
EDX,The Linux Foundation,Introduction to Jenkins,Introductory,0,English,0.0,7233,Self-paced on your time,Computer Science,199
EDX,University of Washington,Conducting an Informational Interview,Introductory,0,English,0.0,15594,Self-paced on your time,Language,99
EDX,Tecnológico de Monterrey,Liderazgo y comportamiento organizacional,Introductory,0,Español,0.0,21419,Self-paced on your time,Business & Management,149
EDX,New York University,Creative Coding,Introductory,0,English,0.0,18660,Instructor-led on a course schedule,Design,249
EDX,Universidad Galileo,Análisis estadístico con Excel,Introductory,0,Español,0.0,22717,Self-paced on your time,Data Analysis & Statistics,49
EDX,Universidad Autónoma de Madrid,Introducción a la Ingeniería del Software,Introductory,0,Español,0.0,17931,Self-paced on your time,Computer Science,49
EDX,"The University of California, San Diego",Computer Graphics,Intermediate,0,English,0.0,98553,Self-paced on your time,Computer Science,99
EDX,"University of California, Berkeley",Data Science: Computational Thinking with Python,Introductory,0,English,0.0,78232,Self-paced on your time,Computer Science,199
EDX,Tecnológico de Monterrey,Comunicación efectiva para el líder actual,Introductory,0,Español,0.0,18470,Self-paced on your time,Communication,149
EDX,Universidad del Rosario,Debate y argumentación,Introductory,0,Español,0.0,10954,Self-paced on your time,Humanities,49
EDX,IBM,Deep Learning with Tensorflow,Intermediate,0,English,0.0,37564,Self-paced on your time,Data Analysis & Statistics,99
EDX,IBM,Machine Learning (aprendizaje automático) con Python: una introducción práctica,Introductory,0,Español,0.0,39155,Self-paced on your time,Computer Science,49
EDX,University of Adelaide,Essential Human Biology: Cells and Tissues,Introductory,0,English,0.0,67961,Self-paced on your time,Medicine,169
EDX,Tsinghua University,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Intermediate,0,English,0.0,35720,Self-paced on your time,Communication,49
EDX,The Georgia Institute of Technology,Computing in Python III: Data Structures,Introductory,0,English,0.0,27239,Self-paced on your time,Computer Science,99
EDX,Rolls-Royce,Introduction to Internet of Things (IoT),Introductory,0,English,0.0,6703,Self-paced on your time,Data Analysis & Statistics,49
EDX,Wageningen University & Research,Nutrition and Health: Food Risks,Introductory,0,English,0.0,51493,Self-paced on your time,Biology & Life Sciences,49
EDX,Massachusetts Institute of Technology,Mechanics: Kinematics and Dynamics,Intermediate,0,English,0.0,35529,Self-paced on your time,Physics,49
EDX,The University of Michigan,Storytelling for Social Change,Introductory,0,English,0.0,30313,Self-paced on your time,Communication,49
EDX,The University of Michigan,Introduction to Data Analytics for Managers,Introductory,0,English,0.0,39113,Self-paced on your time,Business & Management,49
EDX,Massachusetts Institute of Technology,Qualitative Research Methods: Conversational Interviewing,Intermediate,0,English,0.0,21972,Self-paced on your time,Humanities,49
EDX,Rochester Institute of Technology,International Project Management,Advanced,0,English,0.0,45145,Self-paced on your time,Business & Management,150
EDX,University of Pennsylvania,Software Development Fundamentals,Intermediate,0,English,0.0,51402,Self-paced on your time,Computer Science,149
EDX,Harvard University,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Introductory,0,English,0.0,17484,Self-paced on your time,Humanities,49
EDX,Rochester Institute of Technology,Critical Thinking & Problem Solving,Introductory,0,English,0.0,6558,Self-paced on your time,Communication,199
EDX,Imperial College Business School-Imperial College London,Data Analysis Essentials,Introductory,0,English,0.0,42262,Self-paced on your time,Business & Management,79
EDX,Chalmers University of Technology,Master Control in Supply Chain Management and Logistics,Introductory,0,English,0.0,31326,Self-paced on your time,Business & Management,49
EDX,SDG Academy,Work and Employment for a Sustainable Future,Intermediate,0,English,0.0,6528,Self-paced on your time,Economics & Finance,49
EDX,IITBombay,Foundations of Data Structures,Intermediate,0,English,0.0,54075,Self-paced on your time,Computer Science,149
EDX,The International Monetary Fund,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",Intermediate,0,English,0.0,31024,Self-paced on your time,Economics & Finance,25
EDX,Waseda University,IoT System Design: Software and Hardware Integration,Intermediate,0,English,0.0,13608,Self-paced on your time,Computer Science,99
EDX,The Hong Kong University of Science and Technology,English for Doing Business in Asia – Writing,Introductory,0,English,0.0,44252,Self-paced on your time,Humanities,60
EDX,The University of Queensland,Working in Teams: A Practical Guide,Introductory,0,English,0.0,43981,Self-paced on your time,Humanities,49
EDX,Universitat Politècnica de Valencia,Introducción a los encofrados y las cimbras en obra civil y edificación,Introductory,0,Español,0.0,16029,Self-paced on your time,Engineering,50
EDX,IBM,AI Chatbots without Programming,Introductory,0,English,0.0,35440,Self-paced on your time,Computer Science,99
EDX,Tecnológico de Monterrey,Introducción a la Ciencia de Datos y el Big Data,Intermediate,0,Español,0.0,16268,Self-paced on your time,Data Analysis & Statistics,49
EDX,Massachusetts Institute of Technology,Just Money: Banking as if Society Mattered,Introductory,0,English,0.0,25553,Self-paced on your time,Business & Management,49
EDX,Universidades Anáhuac,Introducción a R,Introductory,0,Español,0.0,6431,Self-paced on your time,Data Analysis & Statistics,49
EDX,The Georgia Institute of Technology,Computing in Python IV: Objects & Algorithms,Introductory,0,English,0.0,28112,Self-paced on your time,Computer Science,99
EDX,Pontificia Universidad Javeriana,Adobe Illustrator: aprende a crear presentaciones de impacto,Introductory,0,Español,0.0,18613,Self-paced on your time,Design,15
EDX,The Smithsonian Institution,Teaching Critical Thinking through Art with the National Gallery of Art,Introductory,0,English,0.0,18595,Self-paced on your time,Education & Teacher Training,25
EDX,Universitat Politècnica de Valencia,Word intermedio: herramientas de formato y productividad,Intermediate,0,Español,0.0,10265,Self-paced on your time,Computer Science,50
EDX,Universidad del Rosario,Introducción a las finanzas: Principios de valoración,Intermediate,0,Español,0.0,17344,Self-paced on your time,Economics & Finance,49
EDX,Universidad Nacional de Córdoba,Aprende a diseñar jardines verticales y cuadros vivos,Introductory,0,Español,0.0,6341,Self-paced on your time,Biology & Life Sciences,29
EDX,The University of Michigan,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",Introductory,0,English,0.0,36917,Self-paced on your time,Biology & Life Sciences,49
EDX,University of British Columbia,Software Engineering: Introduction,Advanced,0,English,0.0,35524,Self-paced on your time,Computer Science,125
EDX,Massachusetts Institute of Technology,Structure of Materials,Intermediate,0,English,0.0,13042,Self-paced on your time,Engineering,150
EDX,Universidad del Rosario,Fundamentos de fotografía documental,Introductory,0,Español,0.0,13036,Self-paced on your time,Art & Culture,49
EDX,Wellesley College,AP® Italian Language and Culture (2020-2021),Advanced,0,Italiano,0.0,39398,Self-paced on your time,Humanities,49
EDX,New York University,Computer Hardware and Operating Systems,Introductory,0,English,0.0,9715,Self-paced on your time,Computer Science,150
EDX,"The University of Maryland, College Park-University System of Maryland",Marketing Management,Advanced,0,English,0.0,43415,Instructor-led on a course schedule,Business & Management,214
EDX,Massachusetts Institute of Technology,You Can Innovate: User  Innovation & Entrepreneurship,Introductory,0,English,0.0,18974,Self-paced on your time,Business & Management,49
EDX,Columbia University,Analytics in Python,Intermediate,0,English,0.0,82210,Instructor-led on a course schedule,Business & Management,249
EDX,Universitat Politècnica de Valencia,Bases Matemáticas: Álgebra,Introductory,0,Español,0.0,35811,Self-paced on your time,Math,50
EDX,The World Wide Web Consortium (W3C),HTML5 Apps and Games,Advanced,0,English,0.0,86850,Self-paced on your time,Computer Science,199
EDX,École polytechnique fédérale de Lausanne,MATLAB and Octave for Beginners,Introductory,0,English,0.0,68706,Self-paced on your time,Computer Science,139
EDX,Rice University,AP Physics 1,Introductory,0,English,0.0,43401,Self-paced on your time,Physics,49
EDX,Georgetown University,The Divine Comedy: Dante's Journey to Freedom,Introductory,0,English,0.0,12005,Self-paced on your time,Humanities,49
EDX,Dartmouth_IMTx-Dartmouth College-IMT,Linux Basics: The Command Line Interface,Introductory,0,English,0.0,32726,Self-paced on your time,Computer Science,49
EDX,Babson College,Entrepreneurial Operations: Launching a Startup,Intermediate,0,English,0.0,23808,Self-paced on your time,Business & Management,149
EDX,Imperial College Business School-Imperial College London,Maths Essentials,Introductory,0,English,0.0,44642,Self-paced on your time,Business & Management,79
EDX,"University of California, Berkeley","Marketing Analytics: Products, Distribution and Sales",Intermediate,0,English,0.0,50588,Self-paced on your time,Computer Science,249
EDX,"The University of Maryland, College Park-University System of Maryland",Marketing Innovative Products and Services,Introductory,0,English,0.0,6293,Self-paced on your time,Business & Management,149
EDX,Tsinghua University,Just Reading and Writing in English | 生活英语读写,Introductory,0,English,0.0,33303,Self-paced on your time,Art & Culture,149
EDX,The Hong Kong University of Science and Technology,Introduction to Java Programming – Part 1,Introductory,0,English,0.0,270376,Self-paced on your time,Computer Science,99
EDX,Universidades Anáhuac,Comunicación y Redacción Digital,Introductory,0,Español,0.0,7165,Self-paced on your time,Communication,29
EDX,The International Monetary Fund,Monetary Policy Analysis and Forecasting,Advanced,0,English,0.0,6616,Self-paced on your time,Economics & Finance,25
EDX,The University of Tokyo,Basic Analytical Chemistry,Introductory,0,English,0.0,19010,Self-paced on your time,Chemistry,49
EDX,"The University of Maryland, College Park-University System of Maryland",Identifying Entrepreneurial Opportunities,Introductory,0,English,0.0,11922,Self-paced on your time,Business & Management,149
EDX,Harvard University,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",Introductory,0,English,0.0,5855,Self-paced on your time,Literature,139
EDX,Australian National University,Astrophysics: Cosmology,Intermediate,0,English,0.0,83322,Self-paced on your time,Physics,50
EDX,Tsinghua University,Japanese Culture and Language (I) |日语与日本文化（1）,Introductory,0,中文,0.0,18489,Self-paced on your time,Art & Culture,139
EDX,Stanford University,COVID-19 Training for Healthcare Workers,Introductory,0,English,0.0,5742,Self-paced on your time,Medicine,10
EDX,The Smithsonian Institution,The Rise of Superheroes and Their Impact On Pop Culture,Introductory,0,English,0.0,31368,Self-paced on your time,Humanities,50
EDX,Delft University of Technology,Introduction to Aeronautical Engineering,Introductory,0,English,0.0,99971,Self-paced on your time,Engineering,50
EDX,Universidad Nacional de Córdoba,Diseño de Jardines,Introductory,0,Español,0.0,5683,Self-paced on your time,Biology & Life Sciences,29
EDX,Universidad Autónoma de Madrid,"Introducción al griego clásico: lengua, nombres y mitología",Introductory,0,Español,0.0,18849,Self-paced on your time,Language,49
EDX,IBM,Deep Learning Fundamentals with Keras,Intermediate,0,English,0.0,32140,Self-paced on your time,Data Analysis & Statistics,99
EDX,KU Leuven University,Existential Well-being Counseling: A Person-centered Experiential Approach,Introductory,0,English,0.0,48439,Self-paced on your time,Humanities,49
EDX,World Bank Group,Solid Waste Management,Introductory,0,English,0.0,7668,Self-paced on your time,Environmental Studies,5
EDX,Dartmouth College,Retail Fundamentals,Intermediate,0,English,0.0,37558,Self-paced on your time,Business & Management,99
EDX,Australian National University,Greatest Unsolved Mysteries of the Universe,Intermediate,0,English,0.0,93965,Self-paced on your time,Physics,50
EDX,NYIF,"Money Markets, Foreign Exchange and Time Value of Money",Introductory,0,English,0.0,12230,Self-paced on your time,Economics & Finance,199
EDX,Pontificia Universidad Javeriana,Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,Introductory,0,Español,0.0,14627,Self-paced on your time,Communication,49
EDX,"The University of Maryland, College Park-University System of Maryland",Designing the User Experience,Introductory,0,English,0.0,6416,Self-paced on your time,Business & Management,199
EDX,Harvard University,Introduction to Bioconductor,Intermediate,0,English,0.0,36370,Self-paced on your time,Data Analysis & Statistics,149
EDX,The Wharton School of the University of Pennsylvania,Connected Strategy,Intermediate,0,English,0.0,10355,Self-paced on your time,Business & Management,199
EDX,Chalmers University of Technology,Hybrid Vehicles,Advanced,0,English,0.0,18294,Instructor-led on a course schedule,Engineering,249
EDX,Harvard University,First Nights - Handel's Messiah and Baroque Oratorio,Introductory,0,English,0.0,18029,Self-paced on your time,Humanities,49
EDX,Harvard University,Statistical Inference and Modeling for High-throughput Experiments,Intermediate,0,English,0.0,51590,Self-paced on your time,Data Analysis & Statistics,149
EDX,Harvard University,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,Introductory,0,English,0.0,13300,Self-paced on your time,Humanities,49
EDX,Harvard University,18th-Century Opera: Handel & Mozart,Introductory,0,English,0.0,18331,Self-paced on your time,Music,99
EDX,Universitat Politècnica de Valencia,Introduction to video game development with Unity,Intermediate,0,English,0.0,7605,Self-paced on your time,Computer Science,50
EDX,Rochester Institute of Technology,Best Practices for Project Management Success,Intermediate,0,English,0.0,46610,Self-paced on your time,Business & Management,150
EDX,Pontificia Universidad Javeriana,Fundamentos de la Tecnología Blockchain,Introductory,0,Español,0.0,5473,Self-paced on your time,Economics & Finance,49
EDX,Tecnológico de Monterrey,Información financiera y su análisis,Advanced,0,Español,0.0,5473,Self-paced on your time,Economics & Finance,49
