Platform,Institution,Title,Level,Price,Language,Rating,n_Students,Type,Subject
edX,Tecnológico de Monterrey,Diseño e innovación de modelo de negocios,Advanced,99.0,Español,1,7180,Self-paced on your time,Business & Management
edX,World Bank Group,Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),Beginner,5.0,English,2,29171,Self-paced on your time,Economics & Finance
edX,Rochester Institute of Technology,Business Communication,Beginner,199.0,English,2,0,Self-paced on your time,Communication
edX,Inter-American Development Bank,Gestão de riscos em projetos,Intermediate,25.0,Português,3,8771,Self-paced on your time,Business & Management
edX,Berklee College of Music,Vocal Recording Technology,Beginner,49.0,English,3,52369,Self-paced on your time,Engineering
edX,Inter-American Development Bank,Agua 2.0: empresas eficientes para el siglo XXI,Beginner,25.0,Español,4,0,Self-paced on your time,Business & Management
edX,Curtin University,IoT Sensors and Devices,Beginner,199.0,English,4,33072,Self-paced on your time,Computer Science
edX,Universitat Politècnica de Valencia,Introducción a las tecnologías para la Educación,Beginner,49.0,Español,4,31533,Self-paced on your time,Computer Science
edX,Berklee College of Music,Fundamentos de la guitarra eléctrica y acústica,Beginner,49.0,Español,5,13124,Self-paced on your time,Music
edX,World Bank Group,e-Learning on Digital Agriculture,Beginner,5.0,English,3,6238,Self-paced on your time,Environmental Studies
edX,The Linux Foundation,Exploring GraphQL: A Query Language for APIs,Beginner,149.0,English,4,9503,Self-paced on your time,Computer Science
edX,United Arab Emirates University,EmSAT English Preparation - Level 2,Intermediate,49.0,English,2,7346,Self-paced on your time,Language
edX,IBM,The Data Science Method,Beginner,39.0,English,4,7868,Self-paced on your time,Data Analysis & Statistics
edX,Tsinghua University,"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",Beginner,49.0,English,4,21291,Self-paced on your time,Humanities
edX,Waseda University,"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",Intermediate,49.0,English,5,12888,Self-paced on your time,Physics
edX,The International Monetary Fund,Macroeconomic Diagnostics,Intermediate,25.0,English,2,23408,Self-paced on your time,Economics & Finance
edX,Doane University,BioStatistics,Beginner,79.0,English,4,14937,Self-paced on your time,Biology & Life Sciences
edX,Wits University,Results-Based Project Management: Monitoring and Evaluation,Intermediate,199.0,English,3,32810,Self-paced on your time,Business & Management
edX,Tecnológico de Monterrey,Estrategias y estilos de negociación,Beginner,149.0,Español,2,12639,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,Políticas efectivas de desarrollo infantil,Intermediate,25.0,Español,5,64387,Self-paced on your time,Social Sciences
edX,Salisbury University-University System of Maryland,Alzheimer’s Disease & Dementia Care,Intermediate,49.0,English,3,5763,Self-paced on your time,Medicine
edX,University of Pennsylvania,Understanding Classroom Interaction,Beginner,49.0,English,2,27114,Self-paced on your time,Education & Teacher Training
edX,Georgetown University,Sign Language Science: Emergence and Evolution of Sign Language,Beginner,99.0,English,4,8313,Self-paced on your time,Language
edX,Université catholique de Louvain,International Humanitarian Law,Advanced,150.0,English,4,31419,Self-paced on your time,Law
edX,Universidad Autónoma de Madrid,"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",Beginner,49.0,Español,3,25111,Self-paced on your time,Education & Teacher Training
edX,École polytechnique fédérale de Lausanne,Introduction to Astrophysics,Beginner,139.0,English,5,20802,Self-paced on your time,Physics
edX,University of Hong Kong,Epidemics I,Beginner,139.0,English,3,10618,Self-paced on your time,Medicine
edX,Universidad Autónoma de Madrid,Introducción a la genética y la evolución,Beginner,49.0,Español,1,15297,Self-paced on your time,Biology & Life Sciences
edX,Universidad Carlos III de Madrid,Fundamentals of Macroeconomics,Beginner,129.0,English,1,17820,Self-paced on your time,Economics & Finance
edX,University of Hong Kong,"Blockchain and FinTech: Basics, Applications, and Limitations",Beginner,199.0,English,5,22011,Self-paced on your time,Computer Science
edX,Massachusetts Institute of Technology,Molecular Biology - Part 2: Transcription and Transposition,Advanced,99.0,English,3,18168,Self-paced on your time,Biology & Life Sciences
edX,SDG Academy,"One Planet, One Ocean",Intermediate,49.0,English,4,12166,Self-paced on your time,Environmental Studies
edX,Curtin University,Reputation Management in a Digital World,Intermediate,99.0,English,4,39672,Self-paced on your time,Communication
edX,Universidad Galileo,Google Ads: publicidad efectiva,Beginner,49.0,Español,5,12084,Self-paced on your time,Business & Management
edX,Universitat Politècnica de Valencia,Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,Intermediate,50.0,Español,3,14673,Self-paced on your time,Engineering
edX,IBM,Computer Vision Fundamentals with Watson and OpenCV,Beginner,99.0,English,4,7032,Self-paced on your time,Computer Science
edX,Waseda University,Japanese Business Management,Intermediate,129.0,English,5,14852,Self-paced on your time,Business & Management
edX,IBM,Introduction to Cloud Computing,Beginner,49.0,English,5,0,Self-paced on your time,Computer Science
edX,LOGYCA,Fundamentos de logística,Beginner,29.0,Español,4,7397,Self-paced on your time,Engineering
edX,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Sustainable Urban Development,Beginner,50.0,English,2,45760,Self-paced on your time,Social Sciences
edX,The University of Queensland,Introduction to Biomedical Imaging,Beginner,99.0,English,2,56485,Self-paced on your time,Medicine
edX,Universidad Carlos III de Madrid,Introducción a la programación en Java: empezando a programar,Beginner,49.0,Español,5,23321,Self-paced on your time,Computer Science
edX,Massachusetts Institute of Technology,"Circuits and Electronics 2: Amplification, Speed, and Delay",Intermediate,169.0,English,4,9665,Self-paced on your time,Electronics
edX,Harvard University,China’s Political and Intellectual Foundations: From Sage Kings to Confucius,Beginner,139.0,English,5,47083,Self-paced on your time,History
edX,The Linux Foundation,Introduction to DevOps and Site Reliability Engineering,Beginner,149.0,English,4,8697,Self-paced on your time,Computer Science
edX,IBM,SQL aplicado en la  ciencia de datos,Beginner,39.0,Español,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Georgetown University,Sign Language Science: Factors Contributing to Nature Structure,Beginner,99.0,English,3,0,Self-paced on your time,Language
edX,The University of Iceland,Gender and Intersectionality,Beginner,50.0,English,2,0,Self-paced on your time,Humanities
edX,"The University of Maryland, College Park-University System of Maryland",Digital Transformation in Business,Advanced,214.0,English,2,10118,Self-paced on your time,Business & Management
edX,The Hong Kong Polytechnic University,Designing and Creating Trousers,Beginner,99.0,English,4,7544,Self-paced on your time,Design
edX,Università degli Studi di Napoli Federico II,Introducción a la teoría política: conceptos y grandes pensadores,Beginner,59.0,Español,4,11741,Self-paced on your time,Social Sciences
edX,SDG Academy,"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion",Intermediate,49.0,English,4,11426,Self-paced on your time,Social Sciences
edX,The Hong Kong Polytechnic University,Industry 4.0: How to Revolutionize your Business,Beginner,50.0,English,5,28404,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,Desafíos y oportunidades en la economía digital,Beginner,25.0,Español,5,47792,Self-paced on your time,Economics & Finance
edX,Tecnológico de Monterrey,Pensamiento crítico: toma de decisiones razonadas,Beginner,149.0,Español,4,16853,Self-paced on your time,Business & Management
edX,University of Adelaide,"MathTrackX: Polynomials, Functions and Graphs",Beginner,79.0,English,4,0,Self-paced on your time,Math
edX,Wageningen University & Research,Sustainable Food Security: Crop Production,Intermediate,49.0,English,5,35367,Self-paced on your time,Biology & Life Sciences
edX,Western Governors University,Network and Security Foundations,Beginner,299.0,English,5,7301,Self-paced on your time,Computer Science
edX,Doane University,Cannabis Cultivation and Processing,Beginner,179.0,English,4,7419,Self-paced on your time,Environmental Studies
edX,Columbia University,"Data, Models and Decisions in Business Analytics",Advanced,249.0,English,2,36289,Instructor-led on a course schedule,Business & Management
edX,"The University of California, San Diego",Data Structures Fundamentals,Intermediate,99.0,English,4,42381,Self-paced on your time,Computer Science
edX,Massachusetts Institute of Technology,Shaping Work of the Future,Beginner,49.0,English,4,22246,Self-paced on your time,Business & Management
edX,Universidades Anáhuac,Introducción a la robótica e industria 4.0,Beginner,49.0,Español,4,7056,Self-paced on your time,Computer Science
edX,Columbia University,Fighting for Equality: 1950–2018,Intermediate,50.0,English,1,9274,Self-paced on your time,History
edX,Rochester Institute of Technology,"Design Thinking: Ideation, Iteration and Communication",Intermediate,299.0,English,4,14629,Self-paced on your time,Business & Management
edX,Tecnológico de Monterrey,Negotiation Strategies and Styles,Intermediate,149.0,English,3,0,Self-paced on your time,Business & Management
edX,Berklee College of Music,Crear música con tecnología,Beginner,49.0,Español,2,10961,Self-paced on your time,Music
edX,Delft University of Technology,Análisis de datos: Diseño y Visualización de Tableros,Intermediate,49.0,Español,4,18368,Self-paced on your time,Computer Science
edX,Pontificia Universidad Javeriana,Comunicación estratégica: gestión de crisis e imagen pública,Beginner,49.0,Español,3,7017,Self-paced on your time,Communication
edX,University of Adelaide,"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",Intermediate,199.0,English,5,14052,Self-paced on your time,Business & Management
edX,IsraelX-Tel Aviv University,Unlocking Information Security: Part II,Intermediate,149.0,English,5,6426,Self-paced on your time,Computer Science
edX,Amnesty International,Human Rights Defenders,Beginner,49.0,English,4,27338,Self-paced on your time,Social Sciences
edX,Delft University of Technology,Product Design: The Delft Design Approach,Intermediate,79.0,English,5,87539,Self-paced on your time,Business & Management
edX,Tsinghua University,Introduction to Psychology | 心理学概论,Beginner,139.0,中文,5,30731,Self-paced on your time,Philosophy & Ethics
edX,Massachusetts Institute of Technology,Circuits and Electronics 3: Applications,Intermediate,169.0,English,4,9347,Self-paced on your time,Electronics
edX,KU Leuven University,Vaccines: from smallpox to technologies of the future,Intermediate,49.0,English,5,6166,Self-paced on your time,Medicine
edX,HEC Montréal,Le management,Beginner,149.0,Français,5,6273,Self-paced on your time,Business & Management
edX,Delft University of Technology,Circular Economy for a Sustainable Built Environment,Intermediate,50.0,English,3,8032,Self-paced on your time,Architecture
edX,"The University of Maryland, College Park-University System of Maryland",Agile Innovation and Problem Solving Skills,Advanced,199.0,English,5,12667,Self-paced on your time,Engineering
edX,Université catholique de Louvain,International Investment Law,Advanced,150.0,English,2,23335,Instructor-led on a course schedule,Law
edX,Columbia University,Animation and CGI Motion,Advanced,249.0,English,4,36827,Instructor-led on a course schedule,Computer Science
edX,Georgetown University,Terrorism and Counterterrorism,Beginner,49.0,English,2,28580,Self-paced on your time,Humanities
edX,Université catholique de Louvain,Découvrir le marketing,Intermediate,150.0,Français,5,30030,Instructor-led on a course schedule,Business & Management
edX,Delft University of Technology,Solar Energy: Photovoltaic (PV) Energy Conversion,Advanced,250.0,English,4,38041,Instructor-led on a course schedule,Engineering
edX,Australian National University,Introduction to Actuarial Science,Beginner,49.0,English,5,52667,Self-paced on your time,Data Analysis & Statistics
edX,Harvard University,PredictionX: Lost Without Longitude,Beginner,49.0,English,4,9114,Self-paced on your time,History
edX,Western Governors University,Information Technology Foundations,Beginner,399.0,English,3,6388,Self-paced on your time,Computer Science
edX,IBM,Introducción a la Inteligencia Artificial de Watson,Beginner,49.0,Español,2,0,Self-paced on your time,Computer Science
edX,Delft University of Technology,Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,Intermediate,125.0,English,4,16013,Self-paced on your time,Business & Management
edX,University System of Maryland-University of Maryland Global Campus,Instructional Design and Technology: Learning Theories,Intermediate,299.0,English,3,21296,Instructor-led on a course schedule,Education & Teacher Training
edX,Stanford University,"Algorithms: Design and Analysis, Part 2",Intermediate,149.0,English,4,0,Self-paced on your time,Computer Science
edX,Rice University,The Math of Data Science: Linear Algebra,Intermediate,159.0,English,4,6746,Self-paced on your time,Math
edX,Universidades Anáhuac,Introducción al quirófano,Intermediate,49.0,Español,4,0,Self-paced on your time,Medicine
edX,Delft University of Technology,The Hardware of a Quantum Computer,Intermediate,79.0,English,4,20052,Self-paced on your time,Physics
edX,Berklee College of Music,Grabar y mezclar música,Beginner,49.0,Español,3,10856,Self-paced on your time,Music
edX,Tecnológico de Monterrey,Leadership focused on Human Flourishing,Intermediate,149.0,English,4,0,Self-paced on your time,Business & Management
edX,Stanford University,Automata Theory,Advanced,129.0,English,1,0,Self-paced on your time,Computer Science
edX,IBM,¡Conceptos básicos de Python para Data Science!,Beginner,49.0,Español,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Tecnológico de Monterrey,Herramientas para el Análisis de Big Data,Intermediate,49.0,Español,3,8118,Self-paced on your time,Data Analysis & Statistics
edX,The International Monetary Fund,Foundations of Central Bank Law,Intermediate,25.0,English,4,6169,Self-paced on your time,Law
edX,Dartmouth_IMTx-Dartmouth College-IMT,C Programming: Modular Programming and Memory Management,Beginner,49.0,English,5,18690,Self-paced on your time,Computer Science
edX,Inter-American Development Bank,Enseñanza temprana de matemáticas y ciencias,Beginner,25.0,Español,5,8250,Self-paced on your time,Education & Teacher Training
edX,Massachusetts Institute of Technology,Entrepreneurship 102: What can you do for your customer?,Beginner,49.0,English,3,11275,Self-paced on your time,Business & Management
edX,Wellesley College,Italian Language and Culture: Advanced (2019-2020),Advanced,49.0,Italiano,3,24667,Self-paced on your time,Language
edX,The University of Edinburgh,Introduction to Marketing,Beginner,149.0,English,5,0,Self-paced on your time,Business & Management
edX,Kyoto University,Origins of the Human Mind,Beginner,49.0,English,4,11812,Self-paced on your time,Science
edX,SchoolYourself,Introduction to Geometry,Beginner,50.0,English,4,61824,Self-paced on your time,Math
edX,World Bank Group,The Future of Work: Preparing for Disruption,Beginner,5.0,English,4,43125,Self-paced on your time,Economics & Finance
edX,Université de Montréal,Clinical Reasoning Process,Beginner,149.0,English,5,5367,Self-paced on your time,Medicine
edX,Inter-American Development Bank,Datos para la efectividad de las políticas públicas,Beginner,25.0,Español,4,80425,Self-paced on your time,Data Analysis & Statistics
edX,New York University,Media Law,Beginner,249.0,English,5,7253,Instructor-led on a course schedule,Art & Culture
edX,Inter-American Development Bank,Líderes para la Gestión en Seguridad Ciudadana y Justicia,Intermediate,25.0,Español,1,12826,Self-paced on your time,Social Sciences
edX,Universitat Politècnica de Valencia,"Diseña, fabrica y programa tu propio robot",Beginner,75.0,Español,4,25024,Self-paced on your time,Engineering
edX,University of Texas at Arlington,Pivoting to Online Teaching: Research and Practitioner Perspectives,Beginner,139.0,English,2,5289,Self-paced on your time,Education & Teacher Training
edX,Wageningen University & Research,Circular Economy: An Interdisciplinary Approach,Advanced,149.0,English,4,10281,Self-paced on your time,Business & Management
edX,Massachusetts Institute of Technology,Calculus 1B: Integration,Intermediate,100.0,English,4,44669,Instructor-led on a course schedule,Math
edX,"The University of California, San Diego",Algorithmic Design and Techniques,Intermediate,99.0,English,4,40620,Self-paced on your time,Computer Science
edX,Delft University of Technology,Drinking Water Treatment,Intermediate,50.0,English,5,51918,Self-paced on your time,Engineering
edX,Universidades Anáhuac,Fundamentos de información financiera y contable,Intermediate,49.0,Español,2,7789,Self-paced on your time,Economics & Finance
edX,Université catholique de Louvain,Les principes de la finance,Intermediate,150.0,Français,4,44037,Self-paced on your time,Business & Management
edX,University of Adelaide,Music Technology Foundations,Beginner,169.0,English,4,34550,Self-paced on your time,Computer Science
edX,Babson College,The Entrepreneurial Mindset,Beginner,149.0,English,4,31077,Self-paced on your time,Business & Management
edX,The University of Michigan,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",Beginner,49.0,English,4,26453,Self-paced on your time,Biology & Life Sciences
edX,NYIF,Risk Management and Credit Principles,Advanced,199.0,English,4,9028,Self-paced on your time,Economics & Finance
edX,Waseda University,Steps in Japanese for Beginners1 Part3,Beginner,99.0,English,3,6169,Self-paced on your time,Language
edX,Massachusetts Institute of Technology,Structural Materials: Selection and Economics,Beginner,50.0,English,4,9752,Self-paced on your time,Engineering
edX,University of Pennsylvania,Algorithm Design and Analysis,Intermediate,149.0,English,5,39137,Self-paced on your time,Computer Science
edX,The University of Michigan,Estructuras de Datos con Python,Beginner,49.0,Español,3,0,Self-paced on your time,Computer Science
edX,MandarinX,Mandarin Chinese for Business,Intermediate,149.0,English,4,12384,Self-paced on your time,Language
edX,Universitat Politècnica de Valencia,Bases Matemáticas: Números y terminología,Intermediate,50.0,Español,4,26060,Self-paced on your time,Math
edX,IsraelX-Tel Aviv University,Arab-Islamic History: From Tribes to Empires,Beginner,149.0,English,5,17321,Self-paced on your time,Humanities
edX,The Georgia Institute of Technology,Human-Computer Interaction I: Fundamentals & Design Principles,Beginner,99.0,English,4,9010,Self-paced on your time,Computer Science
edX,Université catholique de Louvain,Modeling and simulation of multibody systems,Intermediate,50.0,English,5,0,Instructor-led on a course schedule,Engineering
edX,"The University of California, San Diego",The Science of Parenting,Beginner,49.0,English,5,37538,Self-paced on your time,Social Sciences
edX,Columbia University,Inclusive Teaching: Supporting All Students in the College Classroom,Beginner,49.0,English,3,9899,Self-paced on your time,Education & Teacher Training
edX,Babson College,Analytics for Decision Making,Beginner,249.0,English,1,31031,Self-paced on your time,Business & Management
edX,Universidades Anáhuac,Principios de Análisis e Instrumentos Financieros,Intermediate,49.0,Español,4,0,Self-paced on your time,Economics & Finance
edX,The University of Queensland,Energy Principles and Renewable Energy,Advanced,375.0,English,3,19520,Instructor-led on a course schedule,Energy & Earth Sciences
edX,Rice University,DNA: Biology’s Genetic Code,Intermediate,169.0,English,4,35162,Self-paced on your time,Biology & Life Sciences
edX,Berklee College of Music,Music For Wellness,Beginner,49.0,English,3,19728,Self-paced on your time,Humanities
edX,Stanford University,Mining Massive Datasets,Advanced,149.0,English,5,5311,Self-paced on your time,Computer Science
edX,Tokyo Institute of Technology,Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,Beginner,50.0,English,5,25041,Self-paced on your time,Engineering
edX,Universidad del Rosario,A travel by Spanish America: Spanish for beginners,Beginner,49.0,Español,3,0,Self-paced on your time,Language
edX,Universidades Anáhuac,Introducción a la Inteligencia Artificial,Beginner,49.0,Español,3,11184,Self-paced on your time,Computer Science
edX,Universidad Galileo,Introducción a la Inteligencia Artificial: Principales Algoritmos,Beginner,49.0,Español,5,0,Self-paced on your time,Computer Science
edX,Amnesty International,Digital Security and Human Rights,Beginner,49.0,English,2,11443,Self-paced on your time,Social Sciences
edX,Tecnológico de Monterrey,Critical thinking: reasoned decision making,Beginner,149.0,English,3,6923,Self-paced on your time,Business & Management
edX,Universitat Politècnica de Valencia,Introduction to the Internet of Things,Beginner,50.0,English,1,7581,Self-paced on your time,Electronics
edX,NYIF,Trading - Fundamentals of Technical Analysis,Beginner,199.0,English,5,0,Self-paced on your time,Economics & Finance
edX,Universidad Autónoma de Madrid,Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,Beginner,49.0,Español,1,20261,Self-paced on your time,Medicine
edX,Rochester Institute of Technology,Design Thinking: Empathizing to Understand the Problem,Intermediate,299.0,English,5,13340,Self-paced on your time,Business & Management
edX,Rochester Institute of Technology,Storytelling in the Workplace,Beginner,199.0,English,4,0,Self-paced on your time,Communication
edX,"University of California, Berkeley",Marketing Analytics: Price and Promotion Analytics,Intermediate,249.0,English,2,41021,Self-paced on your time,Computer Science
edX,IITBombay,Implementation of Data Structures,Intermediate,149.0,English,5,27761,Self-paced on your time,Computer Science
edX,Wits University,Activism and Citizen Journalism through Media,Beginner,49.0,English,2,7460,Self-paced on your time,Communication
edX,Chalmers University of Technology,Electric and Conventional Vehicles,Advanced,249.0,English,3,22089,Instructor-led on a course schedule,Engineering
edX,University of Adelaide,Big Data Fundamentals,Intermediate,199.0,English,4,40106,Self-paced on your time,Computer Science
edX,Wageningen University & Research,Sustainable Food Security: The value of systems thinking,Beginner,49.0,English,3,26600,Self-paced on your time,Biology & Life Sciences
edX,The Hong Kong Polytechnic University,Knowledge Management and Big Data in Business,Beginner,50.0,English,5,69064,Self-paced on your time,Business & Management
edX,Pontificia Universidad Javeriana,Uso efectivo del tiempo,Beginner,49.0,Español,5,6409,Self-paced on your time,Economics & Finance
edX,Dartmouth_IMTx-Dartmouth College-IMT,C Programming: Pointers and Memory Management,Beginner,49.0,English,5,19171,Self-paced on your time,Computer Science
edX,Australian National University,Astrophysics: The Violent Universe,Intermediate,50.0,English,4,65711,Self-paced on your time,Physics
edX,ETH Zurich,Landscape Ecology,Intermediate,50.0,English,4,8644,Self-paced on your time,Environmental Studies
edX,Curtin University,IoT Programming and Big Data,Beginner,199.0,English,5,21591,Self-paced on your time,Computer Science
edX,Amazon Web Services,AWS: Getting Started with Cloud Security,Beginner,49.0,English,5,8192,Self-paced on your time,Computer Science
edX,Universidad Nacional de Córdoba,Introducción a la gravedad cuántica de lazos,Beginner,50.0,Español,4,7360,Self-paced on your time,Science
edX,Berklee College of Music,Introduction to the Music Business,Beginner,49.0,English,4,46607,Self-paced on your time,Business & Management
edX,Universidad Autónoma de Madrid,Introducción a la programación en C: Tipos de datos y estructuras,Beginner,49.0,Español,5,13480,Self-paced on your time,Computer Science
edX,Tecnológico de Monterrey,Visualización de Datos y Storytelling,Intermediate,49.0,Español,5,5980,Self-paced on your time,Data Analysis & Statistics
edX,The University of Michigan,Negociación exitosa: Estrategias y habilidades esenciales (en español),Beginner,49.0,Español,2,0,Self-paced on your time,Business & Management
edX,SDG Academy,"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",Intermediate,49.0,English,1,10488,Self-paced on your time,Environmental Studies
edX,Doane University,Macroeconomics - The Basics,Beginner,79.0,English,4,0,Self-paced on your time,Economics & Finance
edX,NYIF,Fundamentals of Financial Mathematics and Capital Budgeting,Beginner,99.0,English,4,5410,Self-paced on your time,Economics & Finance
edX,Universitat Politècnica de Valencia,Gestión participativa: motivación y liderazgo organizacional,Intermediate,79.0,Español,4,23441,Self-paced on your time,Business & Management
edX,IBM,Herramientas de ciencia de datos: uso práctico,Beginner,39.0,Español,4,0,Self-paced on your time,Data Analysis & Statistics
edX,Universidades Anáhuac,Bienestar para el desarrollo personal y profesional,Intermediate,29.0,Español,4,0,Self-paced on your time,Health & Safety
edX,Tecnológico de Monterrey,Energía eléctrica: conceptos y principios básicos,Intermediate,49.0,Español,4,9762,Self-paced on your time,Engineering
edX,The University of Queensland,Market Segmentation Analysis,Intermediate,99.0,English,4,17055,Self-paced on your time,Business & Management
edX,Tecnológico de Monterrey,Pensamento crítico: tomada de decisões fundamentadas,Beginner,149.0,Português,1,0,Self-paced on your time,Business & Management
edX,"University of California, Berkeley",AP® English Literature & Composition – Part 2: Poems,Beginner,49.0,English,5,5719,Self-paced on your time,Humanities
edX,Massachusetts Institute of Technology,"Electrical, Optical & Magnetic Materials and Devices",Intermediate,150.0,English,4,16905,Self-paced on your time,Engineering
edX,University of Hong Kong,Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),Beginner,99.0,English,5,0,Self-paced on your time,Medicine
edX,Delft University of Technology,How to Design a Successful Business Model,Beginner,99.0,English,3,33656,Self-paced on your time,Business & Management
edX,University of British Columbia,Ecodesign for Cities and Suburbs,Beginner,99.0,English,4,28472,Self-paced on your time,Environmental Studies
edX,ETH Zurich,Agile Software Development,Beginner,50.0,English,4,37158,Self-paced on your time,Computer Science
edX,Universidad del Rosario,Diseño de sistemas de información gerencial para intranet con Microsoft Access,Intermediate,49.0,Español,4,9144,Self-paced on your time,Computer Science
edX,Stanford University,Essentials of Program Strategy and Evaluation,Beginner,50.0,English,2,0,Self-paced on your time,Philanthropy
edX,Inter-American Development Bank,Gestão de Projetos de Desenvolvimento,Beginner,49.0,Português,4,28337,Self-paced on your time,Business & Management
edX,The University of Queensland,Innovation: From Plan to Product,Intermediate,249.0,English,4,12918,Self-paced on your time,Business & Management
edX,New York University,Introduction to Database Queries,Beginner,166.0,English,3,0,Self-paced on your time,Computer Science
edX,The University of Edinburgh,Climate Change: Carbon Capture and Storage,Beginner,49.0,English,5,10551,Self-paced on your time,Engineering
edX,Stanford University,Reservoir Geomechanics,Beginner,129.0,English,4,5280,Self-paced on your time,Energy & Earth Sciences
edX,Universidades Anáhuac,Fundamentos de administración estratégica,Intermediate,49.0,Español,5,0,Self-paced on your time,Business & Management
edX,Waseda University,IoT System Architecture: Design and Evaluation,Beginner,99.0,English,5,5914,Self-paced on your time,Computer Science
edX,Curtin University,Noongar Language and Culture,Beginner,139.0,English,4,10858,Self-paced on your time,Language
edX,Massachusetts Institute of Technology,Sorting Truth From Fiction: Civic Online Reasoning,Beginner,49.0,English,3,0,Instructor-led on a course schedule,Education & Teacher Training
edX,Wageningen University & Research,Sustainable Food Security: Food Access,Beginner,49.0,English,5,18943,Self-paced on your time,Social Sciences
edX,Universitat Politècnica de Valencia,Bases Matemáticas: Integrales,Beginner,50.0,Español,4,23703,Self-paced on your time,Math
edX,University of Hong Kong,Epidemics II,Beginner,139.0,English,3,8565,Self-paced on your time,Medicine
edX,Amnesty International,Derechos humanos: Los derechos de las personas refugiadas,Beginner,49.0,Español,5,28398,Self-paced on your time,Humanities
edX,Georgetown University,Sign Language Science: Factors Contributing to Natural Learning,Beginner,99.0,English,4,0,Self-paced on your time,Language
edX,University of Adelaide,Big Data Analytics,Intermediate,199.0,English,3,43009,Self-paced on your time,Computer Science
edX,Imperial College London,"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",Intermediate,49.0,English,2,6594,Self-paced on your time,Math
edX,Universitat Politècnica de Valencia,ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,Beginner,25.0,Español,1,16028,Self-paced on your time,Social Sciences
edX,"The University of Maryland, College Park-University System of Maryland",Achieving Product-Market Fit,Beginner,199.0,English,2,0,Self-paced on your time,Business & Management
edX,Waseda University,Culture and Law: The East Asian Perspective,Beginner,49.0,English,4,0,Self-paced on your time,Social Sciences
edX,NYIF,Fundamentals of Market Structure,Beginner,25.0,English,4,32049,Self-paced on your time,Economics & Finance
edX,Columbia University,Protecting Children in Humanitarian Settings,Intermediate,50.0,English,2,7246,Self-paced on your time,Social Sciences
edX,SDG Academy,How to Achieve the Sustainable Development Goals,Intermediate,49.0,English,3,12719,Self-paced on your time,Environmental Studies
edX,Universidad Galileo,Aprendizaje y Enseñanza en la Era Digital,Intermediate,49.0,Español,2,16954,Self-paced on your time,Education & Teacher Training
edX,National Research Nuclear University,From Atoms to Stars: How Physics Explains Our World,Intermediate,49.0,English,4,15914,Self-paced on your time,Physics
edX,Stanford University,The Threat of Nuclear Terrorism,Beginner,50.0,English,4,0,Self-paced on your time,History
edX,Tecnológico de Monterrey,Introducción a Matemáticas para Finanzas y Negocios,Advanced,49.0,Español,5,0,Self-paced on your time,Economics & Finance
edX,Universitat Politècnica de Valencia,Ingeniería de aeropuertos: diseño del lado aire según OACI (ICAO),Intermediate,75.0,Español,4,0,Self-paced on your time,Engineering
edX,Universidad Carlos III de Madrid,Liderazgo inclusivo,Intermediate,29.0,Español,5,0,Self-paced on your time,Business & Management
edX,United Arab Emirates University,مساق اللّغة العربيّة,Beginner,49.0,اللغة العربية,5,0,Self-paced on your time,Language
edX,Delft University of Technology,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",Intermediate,79.0,English,2,8330,Self-paced on your time,Physics
edX,Università degli Studi di Napoli Federico II,Contemporary Issues in World Politics,Beginner,59.0,English,4,11426,Self-paced on your time,Social Sciences
edX,Kyoto University,More Fun with Prime Numbers,Intermediate,49.0,English,5,10604,Self-paced on your time,Math
edX,Queen’s University,Enterprise Selling,Beginner,149.0,English,2,5020,Self-paced on your time,Business & Management
edX,Imperial College Business School-Imperial College London,Climate Change: Financial Risks and Opportunities,Intermediate,79.0,English,3,9977,Self-paced on your time,Economics & Finance
edX,Universidad Carlos III de Madrid,Caer o No caer. El Secreto de las Estructuras.,Beginner,29.0,Español,4,20939,Self-paced on your time,Engineering
edX,MandarinX,Mandarin Chinese Level 2,Beginner,149.0,English,1,8784,Self-paced on your time,Language
edX,Rochester Institute of Technology,Design Thinking: Prototyping and User Testing,Intermediate,299.0,English,3,10769,Self-paced on your time,Business & Management
