Platform,Institution,Title,Level,Price,Language,Rating,n_Students,Type,Subject
edX,Universidad Carlos III de Madrid,Introduction to Java Programming: Starting to code in Java,Beginner,149.0,English,5,325554,Self-paced on your time,Computer Science
edX,Universidad Carlos III de Madrid,European Paintings: From Leonardo to Rembrandt to Goya,Beginner,99.0,English,5,60734,Self-paced on your time,Humanities
edX,Universidad Galileo,Java Programming Fundamentals,Intermediate,49.0,English,4,12042,Self-paced on your time,Engineering
edX,University of Pennsylvania,"Hollywood: History, Industry, Art",Beginner,169.0,English,3,50033,Self-paced on your time,Communication
edX,IBM,Data Science Tools,Beginner,39.0,English,3,15627,Self-paced on your time,Data Analysis & Statistics
edX,Columbia University,Statistical Thinking for Data Science and Analytics,Beginner,99.0,English,4,198861,Self-paced on your time,Computer Science
edX,The University of Queensland,Philosophy and Critical Thinking,Beginner,99.0,English,5,97175,Self-paced on your time,Humanities
edX,Université catholique de Louvain,International Law,Advanced,150.0,English,2,91868,Self-paced on your time,Law
edX,The University of Queensland,Tourism and Travel Management,Beginner,5.0,English,2,38503,Self-paced on your time,Business & Management
edX,Rochester Institute of Technology,Project Management Life Cycle,Intermediate,150.0,English,4,120019,Self-paced on your time,Business & Management
edX,Delft University of Technology,Solar Energy,Beginner,50.0,English,3,125069,Self-paced on your time,Engineering
edX,Rochester Institute of Technology,Public Speaking,Beginner,199.0,English,4,10129,Self-paced on your time,Communication
edX,Waseda University,Japanese Pronunciation for Communication,Beginner,99.0,日本語,4,62757,Self-paced on your time,Communication
edX,"University of California, Berkeley",Mindfulness and Resilience to Stress at Work,Beginner,199.0,English,4,33414,Self-paced on your time,Business & Management
edX,Delft University of Technology,Framing Your Communication to Inspire and Convince,Intermediate,125.0,English,5,49351,Self-paced on your time,Business & Management
edX,University of British Columbia,Business Foundations,Beginner,150.0,English,3,55154,Self-paced on your time,Business & Management
edX,Kyoto University,The Chemistry of Life,Beginner,49.0,English,5,78704,Self-paced on your time,Biology & Life Sciences
edX,Wageningen University & Research,Nutrition and Health: Micronutrients and Malnutrition,Intermediate,99.0,English,4,78266,Self-paced on your time,Biology & Life Sciences
edX,The Hong Kong University of Science and Technology,Digital Design,Beginner,50.0,English,4,12339,Self-paced on your time,Design
edX,Columbia University,Machine Learning for Data Science and Analytics,Beginner,99.0,English,4,140419,Self-paced on your time,Computer Science
edX,The University of Queensland,The Science of Everyday Thinking,Beginner,99.0,English,5,318399,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,Gestion de projets de développement,Intermediate,25.0,Français,4,41663,Self-paced on your time,Business & Management
edX,"The University of Maryland, College Park-University System of Maryland",Product Management Fundamentals,Beginner,199.0,English,5,11913,Self-paced on your time,Business & Management
edX,Université catholique de Louvain,International Human Rights Law,Advanced,150.0,English,4,74424,Self-paced on your time,Law
edX,SDG Academy,The Best Start in Life: Early Childhood Development for Sustainable Development,Intermediate,49.0,English,3,23139,Self-paced on your time,Education & Teacher Training
edX,IBM,Data Science and Machine Learning Capstone Project,Intermediate,99.0,English,3,21809,Self-paced on your time,Data Analysis & Statistics
edX,The National University of Singapore,"Data Science for Construction, Architecture and Engineering",Beginner,199.0,English,4,11113,Self-paced on your time,Data Analysis & Statistics
edX,Wageningen University & Research,"Nutrition, Heart Disease and Diabetes",Intermediate,99.0,English,2,24986,Self-paced on your time,Food & Nutrition
edX,Inter-American Development Bank,Project Management for Development,Intermediate,49.0,English,5,62099,Self-paced on your time,Business & Management
edX,The Linux Foundation,Introduction to Cloud Infrastructure Technologies,Beginner,169.0,English,4,86923,Self-paced on your time,Computer Science
edX,Wageningen University & Research,"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",Beginner,65.0,English,4,13566,Self-paced on your time,Art & Culture
edX,Columbia University,Machine Learning,Advanced,249.0,English,3,150855,Instructor-led on a course schedule,Computer Science
edX,Universitat Politècnica de Valencia,Introducción a la gestión de proyectos,Beginner,50.0,Español,2,98517,Self-paced on your time,Business & Management
edX,Columbia University,Free Cash Flow Analysis,Beginner,225.0,English,2,36085,Self-paced on your time,Business & Management
edX,Technische Universität München,Lean Production,Beginner,99.0,English,1,55926,Self-paced on your time,Business & Management
edX,SchoolYourself,Introduction to Algebra,Beginner,139.0,English,2,131197,Self-paced on your time,Math
edX,IITBombay,"LaTeX for Students, Engineers, and Scientists",Beginner,139.0,English,5,11823,Self-paced on your time,Engineering
edX,Catalyst,Leading With Effective Communication (Inclusive Leadership Training),Beginner,50.0,English,1,107770,Self-paced on your time,Communication
edX,The University of Michigan,Anatomy: Musculoskeletal and Integumentary Systems,Beginner,49.0,English,5,51969,Self-paced on your time,Biology & Life Sciences
edX,Universidades Anáhuac,"Inglés empresarial: ventas, gestión y liderazgo",Beginner,49.0,English,5,10897,Instructor-led on a course schedule,Business & Management
edX,The Wharton School of the University of Pennsylvania,Business Strategy from Wharton: Competitive Advantage,Intermediate,199.0,English,5,26675,Self-paced on your time,Business & Management
edX,Universidades Anáhuac,Inteligencia emocional para el liderazgo efectivo y colaboración,Beginner,49.0,Español,5,14726,Self-paced on your time,Social Sciences
edX,Universidad Autónoma de Madrid,Introducción al desarrollo de aplicaciones web,Beginner,49.0,Español,2,27757,Self-paced on your time,Computer Science
edX,Technische Universität München,"Six Sigma: Analyze, Improve, Control",Beginner,99.0,English,5,56016,Self-paced on your time,Business & Management
edX,Universidades Anáhuac,Introducción a la inteligencia emocional,Beginner,49.0,Español,3,18830,Self-paced on your time,Social Sciences
edX,Massachusetts Institute of Technology,AP® Microeconomics,Beginner,49.0,English,5,53664,Self-paced on your time,Economics & Finance
edX,University of Hong Kong,Engineering Calculus and Differential Equations,Beginner,50.0,English,4,21535,Self-paced on your time,Math
edX,The University of Texas at Austin,Linear Algebra - Foundations to Frontiers,Intermediate,49.0,English,5,88570,Self-paced on your time,Computer Science
edX,Tecnológico de Monterrey,Habilidades de negociación y comunicación efectiva,Beginner,149.0,Español,1,19614,Self-paced on your time,Business & Management
edX,Tecnológico de Monterrey,Effective Communication for Today's Leader,Intermediate,149.0,English,5,8862,Self-paced on your time,Business & Management
edX,Delft University of Technology,Electric Cars: Technology,Intermediate,50.0,English,5,40972,Self-paced on your time,Engineering
edX,Massachusetts Institute of Technology,Site Planning Online,Intermediate,99.0,English,1,12948,Self-paced on your time,Design
edX,The International Monetary Fund,Macroeconometric Forecasting,Intermediate,25.0,English,2,69358,Self-paced on your time,Economics & Finance
edX,Inter-American Development Bank,Administración pública y fiscal: cómo se gestiona un gobierno,Beginner,25.0,Español,4,49189,Self-paced on your time,Economics & Finance
edX,Red Hat,Fundamentals of Red Hat Enterprise Linux,Beginner,99.0,English,5,53788,Self-paced on your time,Computer Science
edX,IITBombay,Algorithms,Intermediate,149.0,English,2,61722,Self-paced on your time,Computer Science
edX,Harvard University,Calculus Applied!,Intermediate,99.0,English,4,54976,Self-paced on your time,Math
edX,Arizona State University,Precalculus,Intermediate,49.0,English,3,55576,Self-paced on your time,Math
edX,Universidad del Rosario,Fundamentos de anatomía y técnica quirúrgica básica,Beginner,49.0,Español,3,12133,Instructor-led on a course schedule,Medicine
edX,University of British Columbia,Business Communications,Beginner,150.0,English,4,60713,Self-paced on your time,Business & Management
edX,Wellesley College,Italian Language and Culture: Intermediate (2019-2020),Intermediate,49.0,Italiano,5,35058,Self-paced on your time,Language
edX,Stanford University,International Women's Health and Human Rights,Beginner,50.0,English,5,9796,Self-paced on your time,Social Sciences
edX,The Linux Foundation,Blockchain: Understanding Its Uses and Implications,Beginner,199.0,English,5,66769,Self-paced on your time,Business & Management
edX,Imperial College London,"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",Intermediate,49.0,English,3,22366,Self-paced on your time,Math
edX,"University of California, Berkeley",Blockchain Technology,Intermediate,99.0,English,3,55376,Self-paced on your time,Computer Science
edX,Rolls-Royce,Basics of Power BI,Beginner,49.0,English,3,8314,Self-paced on your time,Data Analysis & Statistics
edX,University of Washington,Preparing to Network in English,Beginner,149.0,English,4,34337,Self-paced on your time,Language
edX,MandarinX,Mandarin Chinese Essentials,Beginner,99.0,English,3,36665,Self-paced on your time,Language
edX,Amnesty International,Human Rights: The Rights of Refugees,Beginner,49.0,English,3,84270,Self-paced on your time,Humanities
edX,Wits University,What do Architects and Urban Planners do?,Beginner,49.0,English,4,11046,Self-paced on your time,Architecture
edX,Harvard University,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Beginner,49.0,English,4,22723,Self-paced on your time,Social Sciences
edX,Tecnológico de Monterrey,Negotiation Skills and Effective Communication,Intermediate,149.0,English,1,8146,Self-paced on your time,Business & Management
edX,"University of California, Berkeley",AP® English Literature & Composition – Part 1: Stories,Beginner,49.0,English,4,15650,Self-paced on your time,Humanities
edX,IsraelX-Tel Aviv University,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",Beginner,149.0,English,5,28710,Self-paced on your time,Medicine
edX,Inter-American Development Bank,Alianzas: un vehículo para lograr el desarrollo sostenible,Beginner,25.0,Español,1,17554,Self-paced on your time,Social Sciences
edX,The Hong Kong Polytechnic University,Designing and Creating Skirts,Beginner,99.0,English,2,13954,Self-paced on your time,Design
edX,edX,Cómo Aprender Online,Beginner,49.0,Español,4,7958,Self-paced on your time,Education & Teacher Training
edX,The Georgia Institute of Technology,Computing in Python II: Control Structures,Beginner,99.0,English,4,31511,Self-paced on your time,Computer Science
edX,Universidad Galileo,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,Beginner,49.0,Español,3,29614,Self-paced on your time,Communication
edX,"The University of California, San Diego",Machine Learning Fundamentals,Advanced,350.0,English,4,82008,Self-paced on your time,Data Analysis & Statistics
edX,Delft University of Technology,Pre-University Calculus,Beginner,50.0,English,4,103224,Self-paced on your time,Math
edX,Tsinghua University,Tsinghua Chinese: Start Talking with 1.3 Billion People,Beginner,49.0,English,5,58834,Self-paced on your time,Language
edX,IBM,Deep Learning with Python and PyTorch,Intermediate,99.0,English,5,36195,Self-paced on your time,Data Analysis & Statistics
edX,Universitat Politècnica de Valencia,Diseña presentaciones eficaces con Powerpoint,Beginner,50.0,Español,4,36663,Self-paced on your time,Computer Science
edX,University of Adelaide,World of Wine: From Grape to Glass,Beginner,199.0,English,4,81839,Self-paced on your time,Science
edX,SDG Academy,Sustainable Cities,Intermediate,49.0,English,4,16619,Self-paced on your time,Environmental Studies
edX,The University of Queensland,Introduction to Developmental Psychology,Beginner,99.0,English,4,38060,Self-paced on your time,Humanities
edX,Berklee College of Music,Creativity & Entrepreneurship,Beginner,49.0,English,5,69413,Self-paced on your time,Business & Management
edX,Arizona State University,College Algebra and Problem Solving,Beginner,49.0,English,3,103010,Self-paced on your time,Math
edX,Wits University,Academic writing for clarity and meaning,Beginner,49.0,English,5,16220,Self-paced on your time,Education & Teacher Training
edX,The International Monetary Fund,Financial Development and Financial Inclusion,Intermediate,25.0,English,2,13853,Self-paced on your time,Economics & Finance
edX,SDG Academy,Global Public Health,Intermediate,49.0,English,5,17273,Self-paced on your time,Health & Safety
edX,The University of Texas at Austin,Embedded Systems - Shape The World: Microcontroller Input/Output,Intermediate,49.0,English,4,69182,Self-paced on your time,Computer Science
edX,Wageningen University & Research,Introduction to Animal Behaviour,Beginner,49.0,English,5,42135,Self-paced on your time,Biology & Life Sciences
edX,Delft University of Technology,Circular Economy: An Introduction,Beginner,50.0,English,4,50240,Self-paced on your time,Business & Management
edX,The International Monetary Fund,Public Financial Management,Intermediate,25.0,English,2,23288,Self-paced on your time,Economics & Finance
edX,The University of Michigan,Anatomy: Human Neuroanatomy,Beginner,49.0,English,3,49319,Self-paced on your time,Biology & Life Sciences
edX,Universitat Politècnica de Valencia,Android: Introducción a la Programación,Beginner,50.0,Español,3,85786,Self-paced on your time,Computer Science
edX,Harvard University,The Ancient Greek Hero,Beginner,99.0,English,4,51744,Instructor-led on a course schedule,Humanities
edX,"The University of Maryland, College Park-University System of Maryland",Agile Leadership Principles and Practices,Advanced,199.0,English,4,31838,Self-paced on your time,Engineering
edX,University of British Columbia,How to Code: Simple Data,Beginner,125.0,English,3,98113,Self-paced on your time,Computer Science
edX,Curtin University,Cybersecurity and Privacy in the IoT,Beginner,199.0,English,5,21440,Self-paced on your time,Computer Science
edX,Indian Institute of Management Bangalore,Strategic Management,Beginner,150.0,English,3,71085,Self-paced on your time,Business & Management
edX,IBM,Introducción a la ciencia de datos y sus aplicaciones,Beginner,39.0,Español,4,7303,Self-paced on your time,Data Analysis & Statistics
edX,Massachusetts Institute of Technology,"Biochemistry: Biomolecules, Methods, and Mechanisms",Intermediate,150.0,English,5,18692,Instructor-led on a course schedule,Biology & Life Sciences
edX,Universidad Nacional de Córdoba,Astronomía Virtual,Beginner,29.0,Español,4,10500,Self-paced on your time,Science
edX,Wageningen University & Research,Nutrition and Cancer,Intermediate,99.0,English,2,27144,Self-paced on your time,Food & Nutrition
edX,Curtin University,Build your very first iOS app,Beginner,149.0,English,4,31570,Instructor-led on a course schedule,Computer Science
edX,IITBombay,Object-Oriented Programming,Beginner,149.0,English,1,93633,Self-paced on your time,Computer Science
edX,The Linux Foundation,Introduction to Jenkins,Beginner,199.0,English,4,7233,Self-paced on your time,Computer Science
edX,University of Washington,Conducting an Informational Interview,Beginner,99.0,English,4,15594,Self-paced on your time,Language
edX,Tecnológico de Monterrey,Liderazgo y comportamiento organizacional,Beginner,149.0,Español,4,21419,Self-paced on your time,Business & Management
edX,New York University,Creative Coding,Beginner,249.0,English,3,18660,Instructor-led on a course schedule,Design
edX,Universidad Galileo,Análisis estadístico con Excel,Beginner,49.0,Español,4,22717,Self-paced on your time,Data Analysis & Statistics
edX,Universidad Autónoma de Madrid,Introducción a la Ingeniería del Software,Beginner,49.0,Español,4,17931,Self-paced on your time,Computer Science
edX,"The University of California, San Diego",Computer Graphics,Intermediate,99.0,English,3,98553,Self-paced on your time,Computer Science
edX,"University of California, Berkeley",Data Science: Computational Thinking with Python,Beginner,199.0,English,4,78232,Self-paced on your time,Computer Science
edX,Tecnológico de Monterrey,Comunicación efectiva para el líder actual,Beginner,149.0,Español,4,18470,Self-paced on your time,Communication
edX,Universidad del Rosario,Debate y argumentación,Beginner,49.0,Español,4,10954,Self-paced on your time,Humanities
edX,IBM,Deep Learning with Tensorflow,Intermediate,99.0,English,3,37564,Self-paced on your time,Data Analysis & Statistics
edX,IBM,Machine Learning (aprendizaje automático) con Python: una introducción práctica,Beginner,49.0,Español,4,39155,Self-paced on your time,Computer Science
edX,University of Adelaide,Essential Human Biology: Cells and Tissues,Beginner,169.0,English,3,67961,Self-paced on your time,Medicine
edX,Tsinghua University,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Intermediate,49.0,English,5,35720,Self-paced on your time,Communication
edX,The Georgia Institute of Technology,Computing in Python III: Data Structures,Beginner,99.0,English,4,27239,Self-paced on your time,Computer Science
edX,Rolls-Royce,Introduction to Internet of Things (IoT),Beginner,49.0,English,3,6703,Self-paced on your time,Data Analysis & Statistics
edX,Wageningen University & Research,Nutrition and Health: Food Risks,Beginner,49.0,English,4,51493,Self-paced on your time,Biology & Life Sciences
edX,Massachusetts Institute of Technology,Mechanics: Kinematics and Dynamics,Intermediate,49.0,English,4,35529,Self-paced on your time,Physics
edX,The University of Michigan,Storytelling for Social Change,Beginner,49.0,English,4,30313,Self-paced on your time,Communication
edX,The University of Michigan,Introduction to Data Analytics for Managers,Beginner,49.0,English,4,39113,Self-paced on your time,Business & Management
edX,Massachusetts Institute of Technology,Qualitative Research Methods: Conversational Interviewing,Intermediate,49.0,English,5,21972,Self-paced on your time,Humanities
edX,Rochester Institute of Technology,International Project Management,Advanced,150.0,English,4,45145,Self-paced on your time,Business & Management
edX,University of Pennsylvania,Software Development Fundamentals,Intermediate,149.0,English,4,51402,Self-paced on your time,Computer Science
edX,Harvard University,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Beginner,49.0,English,3,17484,Self-paced on your time,Humanities
edX,Rochester Institute of Technology,Critical Thinking & Problem Solving,Beginner,199.0,English,4,6558,Self-paced on your time,Communication
edX,Imperial College Business School-Imperial College London,Data Analysis Essentials,Beginner,79.0,English,4,42262,Self-paced on your time,Business & Management
edX,Chalmers University of Technology,Master Control in Supply Chain Management and Logistics,Beginner,49.0,English,5,31326,Self-paced on your time,Business & Management
edX,SDG Academy,Work and Employment for a Sustainable Future,Intermediate,49.0,English,5,6528,Self-paced on your time,Economics & Finance
edX,IITBombay,Foundations of Data Structures,Intermediate,149.0,English,3,54075,Self-paced on your time,Computer Science
edX,The International Monetary Fund,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",Intermediate,25.0,English,5,31024,Self-paced on your time,Economics & Finance
edX,Waseda University,IoT System Design: Software and Hardware Integration,Intermediate,99.0,English,2,13608,Self-paced on your time,Computer Science
edX,The Hong Kong University of Science and Technology,English for Doing Business in Asia – Writing,Beginner,60.0,English,4,44252,Self-paced on your time,Humanities
edX,The University of Queensland,Working in Teams: A Practical Guide,Beginner,49.0,English,4,43981,Self-paced on your time,Humanities
edX,Universitat Politècnica de Valencia,Introducción a los encofrados y las cimbras en obra civil y edificación,Beginner,50.0,Español,1,16029,Self-paced on your time,Engineering
edX,IBM,AI Chatbots without Programming,Beginner,99.0,English,4,35440,Self-paced on your time,Computer Science
edX,Tecnológico de Monterrey,Introducción a la Ciencia de Datos y el Big Data,Intermediate,49.0,Español,4,16268,Self-paced on your time,Data Analysis & Statistics
edX,Massachusetts Institute of Technology,Just Money: Banking as if Society Mattered,Beginner,49.0,English,5,25553,Self-paced on your time,Business & Management
edX,Universidades Anáhuac,Introducción a R,Beginner,49.0,Español,1,6431,Self-paced on your time,Data Analysis & Statistics
edX,The Georgia Institute of Technology,Computing in Python IV: Objects & Algorithms,Beginner,99.0,English,2,28112,Self-paced on your time,Computer Science
edX,Pontificia Universidad Javeriana,Adobe Illustrator: aprende a crear presentaciones de impacto,Beginner,15.0,Español,4,18613,Self-paced on your time,Design
edX,The Smithsonian Institution,Teaching Critical Thinking through Art with the National Gallery of Art,Beginner,25.0,English,2,18595,Self-paced on your time,Education & Teacher Training
edX,Universitat Politècnica de Valencia,Word intermedio: herramientas de formato y productividad,Intermediate,50.0,Español,4,10265,Self-paced on your time,Computer Science
edX,Universidad del Rosario,Introducción a las finanzas: Principios de valoración,Intermediate,49.0,Español,5,17344,Self-paced on your time,Economics & Finance
edX,Universidad Nacional de Córdoba,Aprende a diseñar jardines verticales y cuadros vivos,Beginner,29.0,Español,5,6341,Self-paced on your time,Biology & Life Sciences
edX,The University of Michigan,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",Beginner,49.0,English,4,36917,Self-paced on your time,Biology & Life Sciences
edX,University of British Columbia,Software Engineering: Introduction,Advanced,125.0,English,2,35524,Self-paced on your time,Computer Science
edX,Massachusetts Institute of Technology,Structure of Materials,Intermediate,150.0,English,5,13042,Self-paced on your time,Engineering
edX,Universidad del Rosario,Fundamentos de fotografía documental,Beginner,49.0,Español,4,13036,Self-paced on your time,Art & Culture
edX,Wellesley College,AP® Italian Language and Culture (2020-2021),Advanced,49.0,Italiano,2,39398,Self-paced on your time,Humanities
edX,New York University,Computer Hardware and Operating Systems,Beginner,150.0,English,4,9715,Self-paced on your time,Computer Science
edX,"The University of Maryland, College Park-University System of Maryland",Marketing Management,Advanced,214.0,English,4,43415,Instructor-led on a course schedule,Business & Management
edX,Massachusetts Institute of Technology,You Can Innovate: User  Innovation & Entrepreneurship,Beginner,49.0,English,3,18974,Self-paced on your time,Business & Management
edX,Columbia University,Analytics in Python,Intermediate,249.0,English,4,82210,Instructor-led on a course schedule,Business & Management
edX,Universitat Politècnica de Valencia,Bases Matemáticas: Álgebra,Beginner,50.0,Español,3,35811,Self-paced on your time,Math
edX,The World Wide Web Consortium (W3C),HTML5 Apps and Games,Advanced,199.0,English,4,86850,Self-paced on your time,Computer Science
edX,École polytechnique fédérale de Lausanne,MATLAB and Octave for Beginners,Beginner,139.0,English,4,68706,Self-paced on your time,Computer Science
edX,Rice University,AP Physics 1,Beginner,49.0,English,2,43401,Self-paced on your time,Physics
edX,Georgetown University,The Divine Comedy: Dante's Journey to Freedom,Beginner,49.0,English,5,12005,Self-paced on your time,Humanities
edX,Dartmouth_IMTx-Dartmouth College-IMT,Linux Basics: The Command Line Interface,Beginner,49.0,English,5,32726,Self-paced on your time,Computer Science
edX,Babson College,Entrepreneurial Operations: Launching a Startup,Intermediate,149.0,English,2,23808,Self-paced on your time,Business & Management
edX,Imperial College Business School-Imperial College London,Maths Essentials,Beginner,79.0,English,4,44642,Self-paced on your time,Business & Management
edX,"University of California, Berkeley","Marketing Analytics: Products, Distribution and Sales",Intermediate,249.0,English,1,50588,Self-paced on your time,Computer Science
edX,"The University of Maryland, College Park-University System of Maryland",Marketing Innovative Products and Services,Beginner,149.0,English,3,6293,Self-paced on your time,Business & Management
edX,Tsinghua University,Just Reading and Writing in English | 生活英语读写,Beginner,149.0,English,5,33303,Self-paced on your time,Art & Culture
edX,The Hong Kong University of Science and Technology,Introduction to Java Programming – Part 1,Beginner,99.0,English,4,270376,Self-paced on your time,Computer Science
edX,Universidades Anáhuac,Comunicación y Redacción Digital,Beginner,29.0,Español,4,7165,Self-paced on your time,Communication
edX,The International Monetary Fund,Monetary Policy Analysis and Forecasting,Advanced,25.0,English,4,6616,Self-paced on your time,Economics & Finance
edX,The University of Tokyo,Basic Analytical Chemistry,Beginner,49.0,English,5,19010,Self-paced on your time,Chemistry
edX,"The University of Maryland, College Park-University System of Maryland",Identifying Entrepreneurial Opportunities,Beginner,149.0,English,4,11922,Self-paced on your time,Business & Management
edX,Harvard University,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",Beginner,139.0,English,3,5855,Self-paced on your time,Literature
edX,Australian National University,Astrophysics: Cosmology,Intermediate,50.0,English,4,83322,Self-paced on your time,Physics
edX,Tsinghua University,Japanese Culture and Language (I) |日语与日本文化（1）,Beginner,139.0,中文,5,18489,Self-paced on your time,Art & Culture
edX,Stanford University,COVID-19 Training for Healthcare Workers,Beginner,10.0,English,3,5742,Self-paced on your time,Medicine
edX,The Smithsonian Institution,The Rise of Superheroes and Their Impact On Pop Culture,Beginner,50.0,English,5,31368,Self-paced on your time,Humanities
edX,Delft University of Technology,Introduction to Aeronautical Engineering,Beginner,50.0,English,1,99971,Self-paced on your time,Engineering
edX,Universidad Nacional de Córdoba,Diseño de Jardines,Beginner,29.0,Español,3,5683,Self-paced on your time,Biology & Life Sciences
edX,Universidad Autónoma de Madrid,"Introducción al griego clásico: lengua, nombres y mitología",Beginner,49.0,Español,5,18849,Self-paced on your time,Language
edX,IBM,Deep Learning Fundamentals with Keras,Intermediate,99.0,English,5,32140,Self-paced on your time,Data Analysis & Statistics
edX,KU Leuven University,Existential Well-being Counseling: A Person-centered Experiential Approach,Beginner,49.0,English,4,48439,Self-paced on your time,Humanities
edX,World Bank Group,Solid Waste Management,Beginner,5.0,English,4,7668,Self-paced on your time,Environmental Studies
edX,Dartmouth College,Retail Fundamentals,Intermediate,99.0,English,5,37558,Self-paced on your time,Business & Management
edX,Australian National University,Greatest Unsolved Mysteries of the Universe,Intermediate,50.0,English,5,93965,Self-paced on your time,Physics
edX,NYIF,"Money Markets, Foreign Exchange and Time Value of Money",Beginner,199.0,English,3,12230,Self-paced on your time,Economics & Finance
edX,Pontificia Universidad Javeriana,Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,Beginner,49.0,Español,2,14627,Self-paced on your time,Communication
edX,"The University of Maryland, College Park-University System of Maryland",Designing the User Experience,Beginner,199.0,English,1,6416,Self-paced on your time,Business & Management
edX,Harvard University,Introduction to Bioconductor,Intermediate,149.0,English,4,36370,Self-paced on your time,Data Analysis & Statistics
edX,The Wharton School of the University of Pennsylvania,Connected Strategy,Intermediate,199.0,English,3,10355,Self-paced on your time,Business & Management
edX,Chalmers University of Technology,Hybrid Vehicles,Advanced,249.0,English,4,18294,Instructor-led on a course schedule,Engineering
edX,Harvard University,First Nights - Handel's Messiah and Baroque Oratorio,Beginner,49.0,English,4,18029,Self-paced on your time,Humanities
edX,Harvard University,Statistical Inference and Modeling for High-throughput Experiments,Intermediate,149.0,English,3,51590,Self-paced on your time,Data Analysis & Statistics
edX,Harvard University,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,Beginner,49.0,English,5,13300,Self-paced on your time,Humanities
edX,Harvard University,18th-Century Opera: Handel & Mozart,Beginner,99.0,English,4,18331,Self-paced on your time,Music
edX,Universitat Politècnica de Valencia,Introduction to video game development with Unity,Intermediate,50.0,English,3,7605,Self-paced on your time,Computer Science
edX,Rochester Institute of Technology,Best Practices for Project Management Success,Intermediate,150.0,English,5,46610,Self-paced on your time,Business & Management
edX,Pontificia Universidad Javeriana,Fundamentos de la Tecnología Blockchain,Beginner,49.0,Español,2,5473,Self-paced on your time,Economics & Finance
edX,Tecnológico de Monterrey,Información financiera y su análisis,Advanced,49.0,Español,2,5473,Self-paced on your time,Economics & Finance
edX,Imperial College London,Coaching Skills for Learner-Centred Conversations,Beginner,49.0,English,4,8089,Self-paced on your time,Education & Teacher Training
edX,University of Pennsylvania,Intellectual Property Law and Policy: Part 1,Intermediate,169.0,English,5,43993,Self-paced on your time,Law
edX,Columbia University,Robotics,Advanced,249.0,English,5,68199,Instructor-led on a course schedule,Computer Science
edX,HEC Montréal,La gestion des ressources humaines,Beginner,99.0,Français,4,6824,Self-paced on your time,Business & Management
edX,"University of California, Berkeley",Writing for Social Justice,Beginner,50.0,English,2,9927,Self-paced on your time,Humanities
edX,Waseda University,Steps in Japanese for Beginners1 Part2,Beginner,99.0,English,4,8080,Self-paced on your time,Language
edX,Harvard University,Case Studies in Functional Genomics,Advanced,149.0,English,4,26850,Self-paced on your time,Data Analysis & Statistics
edX,NYIF,Essential Career Skills for Investment Banking and Finance,Beginner,49.0,English,5,11655,Self-paced on your time,Business & Management
edX,University of Pennsylvania,Data Structures and Software Design,Intermediate,149.0,English,4,30609,Self-paced on your time,Computer Science
edX,Catalyst,Unconscious Bias: From Awareness to Action,Beginner,49.0,English,5,26659,Self-paced on your time,Communication
edX,Massachusetts Institute of Technology,Cybersecurity for Critical Urban Infrastructure,Advanced,100.0,English,5,5306,Self-paced on your time,Computer Science
edX,"The University of Maryland, College Park-University System of Maryland","Agile Process, Project, and Program Controls",Advanced,199.0,English,3,16339,Self-paced on your time,Engineering
edX,Inter-American Development Bank,Risk Management in Development Projects,Intermediate,25.0,English,1,13263,Self-paced on your time,Business & Management
edX,Universidad Carlos III de Madrid,"Pintura europea: Leonardo, Rembrandt, Goya",Beginner,29.0,Español,5,32635,Self-paced on your time,Humanities
edX,Columbia University,Risk & Return,Beginner,225.0,English,2,21970,Self-paced on your time,Business & Management
edX,Delft University of Technology,Project Management of Engineering Projects: Preparing for Success,Intermediate,99.0,English,5,42834,Instructor-led on a course schedule,Business & Management
edX,Massachusetts Institute of Technology,Supply Chain Dynamics,Advanced,299.0,English,5,75464,Instructor-led on a course schedule,Business & Management
edX,Amazon Web Services,AWS Developer: Building on AWS,Advanced,149.0,English,5,54249,Self-paced on your time,Computer Science
edX,Babson College,Financial Accounting Made Fun: Eliminating Your Fears,Beginner,199.0,English,3,36787,Self-paced on your time,Business & Management
edX,Harvard University,PredictionX: John Snow and the Cholera Epidemic of 1854,Beginner,25.0,English,5,17713,Self-paced on your time,History
edX,Universidad Nacional de Córdoba,Gestión de operaciones,Beginner,119.0,Español,1,9512,Self-paced on your time,Business & Management
edX,Doane University,Microeconomics & Business,Beginner,79.0,English,4,10962,Self-paced on your time,Economics & Finance
edX,IBM,Inteligencia artificial: Chatbots sin programación,Beginner,49.0,Español,3,5001,Self-paced on your time,Computer Science
