Plataform,Title,Level,Price,Language,Rating,is_paid,n_Students,num_reviews,num_lectures,Subject,Ventas
Udemy,Mental Models For Wall Street - Become A Better Trader,All Levels,0,English,0.0,False,1067,50,35,Business Finance,0
Udemy,株式投資に向く性格に変えるための心理学を学ぶ,All Levels,20,Japanese,0.0,True,58,11,28,Business Finance,1160
Udemy,Matemática Financeira com HP12C e MS Excel,Beginner Level,20,Portuguese,0.0,True,74,17,30,Business Finance,1480
Udemy,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,Beginner Level,0,Spanish,0.0,False,338,7,6,Business Finance,0
Udemy,Cómo Crear Políticas Contables bajo NIIF para PYMES,All Levels,20,Spanish,0.0,True,27,5,6,Business Finance,540
Udemy,Finanzas Personales para Vivir Libre de Deudas,Beginner Level,75,Spanish,0.0,True,76,13,77,Business Finance,5700
Udemy,Finanzas personales: Logrando la Libertad Financiera,Beginner Level,30,Spanish,0.0,True,27,5,12,Business Finance,810
Udemy,株式投資で本当のテクニカル分析ができるようになる,Intermediate Level,20,Japanese,0.0,True,68,10,45,Business Finance,1360
Udemy,Aktiver Vermögensaufbau mit ETF,Beginner Level,20,English,0.0,True,112,18,33,Business Finance,2240
Udemy,Socorro! Preciso Organizar as Minhas Finanças!,All Levels,20,Portuguese,0.0,True,72,17,37,Business Finance,1440
Udemy,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,All Levels,145,Spanish,0.0,True,335,16,26,Business Finance,48575
Udemy,Le basi del Trading,All Levels,200,English,0.0,True,22,5,18,Business Finance,4400
Udemy,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,Beginner Level,30,Japanese,0.0,True,41,3,37,Business Finance,1230
Udemy,Profit and Loss Account for bankers and credit analysts,Beginner Level,20,English,0.0,True,1,0,31,Business Finance,20
Udemy,Business Accounts For Managers,Beginner Level,30,English,0.0,True,16,0,23,Business Finance,480
Udemy,Black Scholes Option Pricing Model,Beginner Level,25,English,0.0,True,3,0,10,Business Finance,75
Udemy,Chief Wealth Officer,Beginner Level,45,English,0.0,True,4,0,7,Business Finance,180
Udemy,Practical Accounts Training A,Intermediate Level,35,English,0.0,True,2,0,127,Business Finance,70
Udemy,International Trade and New Geographic Economy,All Levels,20,English,0.0,True,12,1,6,Business Finance,240
Udemy,2. Principles of Simple Interest - advanced problems,Intermediate Level,20,English,0.0,True,10,1,12,Business Finance,200
Udemy,School of Raising Capital: Agile Financial Modeling,All Levels,20,English,0.0,True,12,1,11,Business Finance,240
Udemy,How to Read Financial Statements,Beginner Level,20,English,0.0,True,5,2,59,Business Finance,100
Udemy,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",All Levels,20,English,0.0,True,1,0,13,Business Finance,20
Udemy,Reach Your Personal Financial Goals the Easy Way (2017 UK),All Levels,95,English,0.0,True,2,0,59,Business Finance,190
Udemy,Bitesize Bookkeeping for busy people,Beginner Level,20,English,0.0,True,9,0,13,Business Finance,180
Udemy,Do Your Own Accounts,All Levels,35,English,0.0,True,42,2,13,Business Finance,1470
Udemy,CFA Level 1 - Derivatives,All Levels,30,English,0.0,True,110,6,25,Business Finance,3300
Udemy,Accounting for everyone! ,Beginner Level,35,English,0.0,True,420,2,14,Business Finance,14700
Udemy,Stock Fundamental Analysis with Excel,All Levels,50,English,0.0,True,206,13,50,Business Finance,10300
Udemy,Financial Accounting For Beginners,All Levels,60,English,0.0,True,164,3,22,Business Finance,9840
Udemy,Trading: How Transformative Learning Drives Expertise,All Levels,30,English,0.0,True,69,2,16,Business Finance,2070
Udemy,Manual Bookkeeping,Intermediate Level,20,English,0.0,True,28,2,26,Business Finance,560
Udemy,Numeracy skills in business and everyday life:Think and Deal,Beginner Level,20,English,0.0,True,90,4,15,Business Finance,1800
Udemy,Financial Modelling in Excel Step by Step,Intermediate Level,20,English,0.0,True,13,2,17,Business Finance,260
Udemy,Straight From Business School: Create Financial Statements,Beginner Level,20,English,0.0,True,31,2,5,Business Finance,620
Udemy,How To Pay Less Tax (UK version),All Levels,50,English,0.0,True,13,2,98,Business Finance,650
Udemy,Interpreting financial statements,All Levels,0,English,0.0,False,2119,111,54,Business Finance,0
Udemy,Forex trading with binary options,All Levels,25,English,0.0,True,136,28,21,Business Finance,3400
Udemy,Triple P Trading Course,All Levels,20,English,0.0,True,797,15,16,Business Finance,15940
Udemy,Cost Accounting - A Comprehensive Study,All Levels,180,English,0.0,True,503,43,286,Business Finance,90540
Udemy,How to become a successful day trader,All Levels,95,English,0.0,True,1150,6,27,Business Finance,109250
Udemy,Essentials of Finance and Investment in 2 hours,Beginner Level,20,English,0.0,True,1403,6,14,Business Finance,28060
Udemy,Public Speaking: You Can Give Great Financial Presentations,All Levels,20,English,0.0,True,916,6,23,Business Finance,18320
Udemy,Professional Trading - Consistent Profits with Low Risk!,All Levels,20,English,0.0,True,627,5,27,Business Finance,12540
Udemy,Trading for winning,All Levels,200,English,0.0,True,168,7,27,Business Finance,33600
Udemy,Succeed in Stocks Even if you Don't Know Where to Start,Beginner Level,0,English,0.0,False,2554,20,10,Business Finance,0
Udemy,Options Basics & Trading With Small Capital! - Level 1,Beginner Level,30,English,0.0,True,120,17,19,Business Finance,3600
Udemy,Forex trading Basic to advance Professional Level course,All Levels,20,English,0.0,True,750,13,28,Business Finance,15000
Udemy,Day Trading in Stocks: Strategies for Beginner Investors,All Levels,50,English,0.0,True,217,19,9,Business Finance,10850
Udemy,Learn to Trade Forex Big U-Turn Trade,Beginner Level,50,English,0.0,True,106,13,12,Business Finance,5300
Udemy,"Technical Analysis Primer for trading Stocks, Bonds & Forex",Beginner Level,50,English,0.0,True,397,4,36,Business Finance,19850
Udemy,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,All Levels,20,English,0.0,True,44,3,8,Business Finance,880
Udemy,Stock Trading with this Strategy,All Levels,50,English,0.0,True,30,3,6,Business Finance,1500
Udemy,The Psychology of Trading,All Levels,20,English,0.0,True,95,3,20,Business Finance,1900
Udemy,Professional Forex Strategy+2 weeks for FREE trading alerts,All Levels,95,English,0.0,True,55,9,15,Business Finance,5225
Udemy,Stock Trading Essentials for Day Traders,All Levels,100,English,0.0,True,94,15,9,Business Finance,9400
Udemy,Basics of Finance and Budgeting,Beginner Level,20,English,0.0,True,578,7,34,Business Finance,11560
Udemy,Portfolio Management CFA L1 2016,All Levels,20,Portuguese,0.0,True,393,5,34,Business Finance,7860
Udemy,"Trade Stocks, Forex & Financial Markets like a Professional",All Levels,20,English,0.0,True,116,6,12,Business Finance,2320
Udemy,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,All Levels,0,English,0.0,False,1888,42,25,Business Finance,0
Udemy,The Smart Option Trader,All Levels,45,English,0.0,True,412,19,74,Business Finance,18540
Udemy,Beginners Chart Patterns Trading for Penny Stocks,Beginner Level,200,English,0.0,True,40,7,26,Business Finance,8000
Udemy,Financial Statements: Learn Accounting. Unlock the Numbers.,Beginner Level,40,English,0.0,True,222,12,35,Business Finance,8880
Udemy,CFA® Level 1 2014 – Alternative Investments,All Levels,30,English,0.0,True,831,1,13,Business Finance,24930
Udemy,Interest Rate Swaps,All Levels,50,English,0.0,True,485,24,20,Business Finance,24250
Udemy,Financial Modelling for entrepreneurs,All Levels,20,English,0.0,True,232,7,17,Business Finance,4640
Udemy,Economics - CFA Level 1 - 2014,Beginner Level,20,English,0.0,True,135,20,24,Business Finance,2700
Udemy,Bookkeeping Made Simple,All Levels,40,English,0.0,True,61,16,22,Business Finance,2440
Udemy,What is Bitcoin,All Levels,20,English,0.0,True,61,3,27,Business Finance,1220
Udemy,Accounting for CA CPT Exams Part I,All Levels,50,English,0.0,True,874,2,120,Business Finance,43700
Udemy,Raising Capital for Your Business,All Levels,50,English,0.0,True,22,5,60,Business Finance,1100
Udemy,"Silver, Gold, and Inflation",Beginner Level,0,English,0.0,False,5597,76,11,Business Finance,0
Udemy,Accounting Concepts For Technocrats,Beginner Level,20,English,0.0,True,261,2,35,Business Finance,5220
Udemy,Beginner Financial Analysis: Invest Like Warren Buffett,Beginner Level,50,English,0.0,True,83,4,19,Business Finance,4150
Udemy,Advance Technical Analysis,Expert Level,50,English,0.0,True,152,6,14,Business Finance,7600
Udemy,The Everyday Investor: Building Wealth with Venture Capital,Intermediate Level,20,English,0.0,True,176,2,12,Business Finance,3520
Udemy,QuickBooks Online : Inventory Management For Non-Finance,All Levels,35,English,0.0,True,8,4,10,Business Finance,280
Udemy,Law Matters,Beginner Level,20,English,0.0,True,327,1,12,Business Finance,6540
Udemy,Learn to Trade for Profit: Finding Winning Stocks - Chinese,All Levels,95,English,0.0,True,264,0,79,Business Finance,25080
Udemy,Financial Accounting Part 2 - Passing The Class,Beginner Level,20,English,0.0,True,15,4,36,Business Finance,300
Udemy,Simple Options Trading System,Intermediate Level,35,English,0.0,True,104,2,16,Business Finance,3640
Udemy,Investments and Financial Markets,Beginner Level,40,English,0.0,True,71,3,19,Business Finance,2840
Udemy,Legal Accounting,All Levels,110,English,0.0,True,26,6,49,Business Finance,2860
Udemy,"Term Loan Appraisal for bankers, credit analysts",Beginner Level,20,English,0.0,True,11,2,28,Business Finance,220
Udemy,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,Beginner Level,20,English,0.0,True,1294,7,58,Business Finance,25880
Udemy,Trade Show Samurai,All Levels,95,English,0.0,True,32,7,7,Business Finance,3040
Udemy,Forex Harmonic Trading- With Multiple Forex Chart Examples,All Levels,135,English,0.0,True,313,16,25,Business Finance,42255
Udemy,The Cost of Capital: The Key To Attract Venture Capitalists,All Levels,50,English,0.0,True,635,4,6,Business Finance,31750
Udemy,Accounting for School Students,All Levels,30,English,0.0,True,1311,2,12,Business Finance,39330
Udemy,Learn To Trade The Forex Naked Price Action Acapulco Trade,Intermediate Level,70,English,0.0,True,288,9,13,Business Finance,20160
Udemy,Certificate in MYOB AccountRight Premier 2017 Course,All Levels,200,English,0.0,True,97,18,29,Business Finance,19400
Udemy,Master The Psychology of Forex & Binary Options Trading,Intermediate Level,20,English,0.0,True,53,16,7,Business Finance,1060
Udemy,Learn to Pick the Right Stock Broker Account,Beginner Level,40,English,0.0,True,1102,3,14,Business Finance,44080
Udemy,Profit During Crashing Markets: A Step-by-Step Guide,All Levels,195,English,0.0,True,57,11,18,Business Finance,11115
Udemy,Introduction to Futures & Options,All Levels,50,English,0.0,True,694,35,27,Business Finance,34700
Udemy,Learn To Invest In 7 Steps,Beginner Level,50,English,0.0,True,137,14,21,Business Finance,6850
Udemy,Sell like a Pro: Insider Secrets of Successful Selling!,All Levels,115,English,0.0,True,12,1,25,Business Finance,1380
Udemy,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,All Levels,20,English,0.0,True,18,0,6,Business Finance,360
Udemy,6. Annuities Due and Deferred,All Levels,20,English,0.0,True,170,0,16,Business Finance,3400
Udemy,CFA® Level 1 2014 – Quantitative Methods,All Levels,50,English,0.0,True,119,0,27,Business Finance,5950
Udemy,IFRIC 13-Customer Loyalty Programmes (Revenue),All Levels,0,English,0.0,False,2058,22,6,Business Finance,0
Udemy,FOREX Currency Trading For Beginners,Beginner Level,25,English,0.0,True,35,2,28,Business Finance,875
Udemy,Basic Technical Analysis,Beginner Level,50,English,0.0,True,40,1,27,Business Finance,2000
Udemy,Forex:Trade Management & Psychology,Intermediate Level,150,English,0.0,True,13,0,19,Business Finance,1950
Udemy,"Working Capital assessment for bankers, credit analysts",Beginner Level,20,English,0.0,True,4,0,29,Business Finance,80
Udemy,"CFA Level I Workshop 6: Alternatives, PM and Economics ",All Levels,20,English,0.0,True,71,1,5,Business Finance,1420
Udemy,CFA Level I Workshop 3: Financial Reporting & Analysis II,All Levels,20,English,0.0,True,71,1,5,Business Finance,1420
Udemy,How to trade in the Forex market,Intermediate Level,200,English,0.0,True,6,0,39,Business Finance,1200
Udemy,Bookkeeping Practicals with Software,Intermediate Level,35,English,0.0,True,1,0,130,Business Finance,35
Udemy,8 Steps To Achieve Financial Freedom And Escape Debt,Beginner Level,40,English,0.0,True,5,0,48,Business Finance,200
Udemy,Trading Basics in 30 minutes,Beginner Level,50,English,0.0,True,1,0,6,Business Finance,50
Udemy,Technical Charting,Intermediate Level,20,English,0.0,True,4,1,6,Business Finance,80
Udemy,Profits Turbo,Intermediate Level,20,English,0.0,True,10,0,7,Business Finance,200
Udemy,Nest Egg Investing,Beginner Level,45,English,0.0,True,6,0,12,Business Finance,270
Udemy,Economics for beginners - Various Concepts,Beginner Level,25,English,0.0,True,2,0,34,Business Finance,50
Udemy,Investing in Stocks & Shares,Beginner Level,20,English,0.0,True,2,0,24,Business Finance,40
Udemy,Learn Financial Modeling from Scratch - Part 2,All Levels,50,English,0.0,True,2,1,27,Business Finance,100
Udemy,Learn Financial Modeling from Scratch - Part 3,All Levels,50,English,0.0,True,2,0,22,Business Finance,100
Udemy,A Practical Guide to Wealth Creation,All Levels,35,English,0.0,True,6,0,7,Business Finance,210
Udemy,"'Geometry Of Chance strategy of defeating the roulette.""",Intermediate Level,30,English,0.0,True,2,1,10,Business Finance,60
Udemy,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,All Levels,170,English,0.0,True,206,39,39,Business Finance,35020
Udemy,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,Beginner Level,20,English,0.0,True,313,14,25,Business Finance,6260
Udemy,Introducción a la contabilidad,Beginner Level,20,Spanish,0.0,True,193,19,14,Business Finance,3860
Udemy,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,Beginner Level,30,English,0.0,True,66,16,11,Business Finance,1980
Udemy,Contabilidad Gubernamental en México,All Levels,30,Spanish,0.0,True,270,22,24,Business Finance,8100
Udemy,株式投資に必要なスキルの学習手順を学ぶ,Beginner Level,20,Japanese,0.0,True,139,36,29,Business Finance,2780
Udemy,Formação de preços em serviços,Intermediate Level,35,Portuguese,0.0,True,77,5,28,Business Finance,2695
Udemy,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",All Levels,195,English,0.0,True,225,41,33,Business Finance,43875
Udemy,Торговля дельта-нейтральными стренглами,All Levels,150,Russian,0.0,True,23,6,25,Business Finance,3450
Udemy,Guía práctica para comprar acciones en la Bolsa de USA,Intermediate Level,0,Spanish,0.0,False,4876,210,36,Business Finance,0
Udemy,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,Beginner Level,20,Spanish,0.0,True,244,13,21,Business Finance,4880
Udemy,Curso de Day Trader para Iniciantes,Beginner Level,0,Spanish,0.0,False,1278,200,13,Business Finance,0
Udemy,Curso de Iniciación al Trading,All Levels,85,Spanish,0.0,True,31,5,40,Business Finance,2635
Udemy,Complete GST Course For Small and Medium Enterprises,Beginner Level,75,English,0.0,True,8,0,45,Business Finance,600
Udemy,3 documentos clave para administrar tu empresa con éxito,Intermediate Level,45,Portuguese,0.0,True,40,6,18,Business Finance,1800
Udemy,Forex/Opciones Binarias para Principiantes,Beginner Level,25,Spanish,0.0,True,9,5,9,Business Finance,225
Udemy,15 Mandamientos para ganar dinero en Bolsa,All Levels,20,Spanish,0.0,True,45,2,49,Business Finance,900
Udemy,Le bitcoin et la blockchain,All Levels,80,French,0.0,True,13,3,12,Business Finance,1040
Udemy,Contabilità Generale,All Levels,200,English,0.0,True,4,1,40,Business Finance,800
Udemy,Торговля опционами: Как заработать на волатильности,All Levels,150,Russian,0.0,True,20,5,29,Business Finance,3000
Udemy,Estrategias de Inversión aplicadas al mundo del trading,All Levels,20,Spanish,0.0,True,9,2,25,Business Finance,180
Udemy,バイナリーオプション取引,All Levels,85,Japanese,0.0,True,29,3,24,Business Finance,2465
Udemy,Caza los Enormes Movimientos del Mercado,All Levels,20,Spanish,0.0,True,6,2,13,Business Finance,120
Udemy,Le basi del trading online,Beginner Level,45,English,0.0,True,7,1,27,Business Finance,315
Udemy,自分に合った投資信託を見つけよう！,Beginner Level,25,Japanese,0.0,True,859,49,23,Business Finance,21475
Udemy,Monatlich Geld anlegen für später!,Beginner Level,30,English,0.0,True,5983,135,7,Business Finance,179490
Udemy,Invierte en la Bolsa Mexicana y de USA,Beginner Level,200,Spanish,0.0,True,1673,547,40,Business Finance,334600
Udemy,Gestão Financeira Para Pequenas e Médias Empresas,All Levels,115,Portuguese,0.0,True,1284,230,45,Business Finance,147660
Udemy,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,All Levels,30,English,0.0,True,394,109,73,Business Finance,11820
Udemy,Tudo sobre Investimentos em Renda Fixa,All Levels,45,Portuguese,0.0,True,689,145,16,Business Finance,31005
Udemy,Aprende a invertir sin capital,Beginner Level,130,English,0.0,True,649,37,29,Business Finance,84370
Udemy,Apprendre à trader sur le marché du Forex - guide complet,Beginner Level,140,French,0.0,True,187,47,38,Business Finance,26180
Udemy,Introducción a las Finanzas,Beginner Level,30,Spanish,0.0,True,1798,40,15,Business Finance,53940
Udemy,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,Beginner Level,20,English,0.0,True,465,51,28,Business Finance,9300
Udemy,Forex para Principiantes-Ejemplos en VIVO de Trading Real,Beginner Level,140,Spanish,0.0,True,813,94,52,Business Finance,113820
Udemy,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,Expert Level,20,English,0.0,True,326,23,14,Business Finance,6520
Udemy,Introduction to Health Financing,Beginner Level,85,English,0.0,True,26,1,17,Business Finance,2210
Udemy,Accounting Cycle: Learn the concepts in 60 minutes,All Levels,20,English,0.0,True,26,3,14,Business Finance,520
Udemy,Optimize! Make Best Decisions with Microsoft Excel,Expert Level,20,English,0.0,True,28,3,14,Business Finance,560
Udemy,Understanding The Stock Market: For Beginners,Beginner Level,25,English,0.0,True,122,2,36,Business Finance,3050
Udemy,CFA® Level 1 2014 – FI,All Levels,40,English,0.0,True,149,0,49,Business Finance,5960
Udemy,9. Sinking Funds,All Levels,20,English,0.0,True,205,1,5,Business Finance,4100
Udemy,Managerial Accounting - The Ultimate Beginner Course!,Beginner Level,100,English,0.0,True,11,0,121,Business Finance,1100
Udemy,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,Beginner Level,175,English,0.0,True,3,0,27,Business Finance,525
Udemy,Accounting - Basic Costing ,Beginner Level,40,English,0.0,True,108,2,37,Business Finance,4320
Udemy,"Double Your Salary With Free, Local, Job Training Courses",All Levels,20,English,0.0,True,8,1,8,Business Finance,160
Udemy,Financial Modeling - Facebook Case Study,All Levels,25,English,0.0,True,9,3,13,Business Finance,225
Udemy,Understanding Financial Derivatives,Intermediate Level,20,English,0.0,True,16,1,11,Business Finance,320
Udemy,Forex Basics: Learn how to read and analyze Forex charts,Beginner Level,195,English,0.0,True,11,0,45,Business Finance,2145
Udemy,Forex - Help I cant Trade,All Levels,200,English,0.0,True,12,0,20,Business Finance,2400
Udemy,Start-up financial modeling for non-finance professionals,All Levels,20,English,0.0,True,11,0,19,Business Finance,220
Udemy,The Fast Route to a Faster Financial Close,Intermediate Level,50,English,0.0,True,2,0,8,Business Finance,100
Udemy,Easy Finance For Startups,Beginner Level,50,English,0.0,True,9,4,6,Business Finance,450
Udemy,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",All Levels,35,English,0.0,True,15,1,12,Business Finance,525
Udemy,"Depreciation, Amortization and Depletion",Intermediate Level,25,English,0.0,True,7,1,13,Business Finance,175
Udemy,Breakeven Analysis and Pricing,All Levels,20,English,0.0,True,27,2,10,Business Finance,540
Udemy,Tally ERP Complete Training in Urdu / Hindi,All Levels,30,English,0.0,True,5,2,51,Business Finance,150
Udemy,Accounting Simplified,All Levels,30,English,0.0,True,3,0,41,Business Finance,90
Udemy,Series 7: Intermediate Options,Intermediate Level,55,English,0.0,True,5,0,11,Business Finance,275
Udemy,Accounting and Business Basics,All Levels,200,English,0.0,True,5,0,10,Business Finance,1000
Udemy,Corso introduttivo al trading profittevole,Beginner Level,20,English,0.0,True,132,9,9,Business Finance,2640
Udemy,Aprende a Ganar Dinero en la Bolsa,All Levels,30,Spanish,0.0,True,112,16,42,Business Finance,3360
Udemy,Inversión: Fundamentos del Trading para Principiantes,Beginner Level,125,Spanish,0.0,True,285,6,18,Business Finance,35625
Udemy,Gana en la Bolsa con Análisis Técnico,Beginner Level,25,Spanish,0.0,True,91,11,35,Business Finance,2275
Udemy,Precificação - Calculando valor de venda baseado nos custos,All Levels,35,Portuguese,0.0,True,32,3,46,Business Finance,1120
Udemy,Cómo ganar dinero invirtiendo en bolsa,Beginner Level,0,Spanish,0.0,False,2740,306,10,Business Finance,0
Udemy,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,All Levels,20,English,0.0,True,59,11,7,Business Finance,1180
Udemy,Investimento em Ações,Beginner Level,20,Portuguese,0.0,True,16,4,27,Business Finance,320
Udemy,Excelを使ってビジネスシミュレーション：基礎編,Beginner Level,85,Japanese,0.0,True,22,5,47,Business Finance,1870
Udemy,Estrategias de trading en bolsa,All Levels,25,Spanish,0.0,True,15,2,14,Business Finance,375
Udemy,Grundlagen der finanziellen Unabhängigkeit,All Levels,0,English,0.0,False,1059,96,9,Business Finance,0
Udemy,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",All Levels,70,English,0.0,True,187,3,53,Business Finance,13090
Udemy,Corporate Ethics,Beginner Level,100,English,0.0,True,0,0,13,Business Finance,0
Udemy,Core Financial Statement Concepts,Intermediate Level,50,English,0.0,True,0,0,9,Business Finance,0
Udemy,Understand Core Finance Principles in 60 Minutes,Beginner Level,75,English,0.0,True,0,0,13,Business Finance,0
Udemy,Learn Wave accounting to maintain books properly,All Levels,0,English,0.0,False,1089,50,27,Business Finance,0
Udemy,Making Tax Digital - UK HMRC Legislation Explained,All Levels,0,English,0.0,False,743,0,7,Business Finance,0
Udemy,Surviving Introduction to Finance,Beginner Level,0,English,0.0,False,1362,7,13,Business Finance,0
Udemy,Cost of Capital and Weighted Average Cost of Capital,All Levels,0,English,0.0,False,405,3,22,Business Finance,0
Udemy,Studying the CFA Program exams (Mandarin language version),All Levels,0,English,0.0,False,1168,9,5,Business Finance,0
Udemy,Condor Broken Wing Butterfly Options Trading Course System,All Levels,0,English,0.0,False,16,0,15,Business Finance,0
Udemy,≪虎の巻≫証券取引の「税金のお悩み」解消,Intermediate Level,25,Japanese,0.0,True,3840,296,33,Business Finance,96000
Udemy,【１日でマスター！】今日からはじめる資産形成,Beginner Level,20,Japanese,0.0,True,7183,819,14,Business Finance,143660
Udemy,TRADING FOR A LIVING: Trading Full-Time Transition Guide,Intermediate Level,195,English,0.0,True,483,10,40,Business Finance,94185
Udemy,Learn How To use Channels to find amazing Forex Entries,All Levels,45,English,0.0,True,172,48,15,Business Finance,7740
Udemy,"Financial Analysis, from Scratch to Professional!",Beginner Level,65,English,0.0,True,256,29,39,Business Finance,16640
Udemy,Cost Accounting Labour Costing (Professional Course Level),All Levels,20,English,0.0,True,1542,1,24,Business Finance,30840
Udemy,Learn How To Successfully Trade Forex: In 5 Simple Steps,All Levels,95,English,0.0,True,64,7,44,Business Finance,6080
Udemy,The Intelligent Investor,All Levels,30,English,0.0,True,384,40,44,Business Finance,11520
Udemy,Succeed in Futures Even if You Don't Know Where to Start,All Levels,0,English,0.0,False,3014,19,15,Business Finance,0
Udemy,Binary Options Beginners Guide : Nadex,Beginner Level,40,English,0.0,True,454,52,39,Business Finance,18160
Udemy,Trading: From Wall Street to Your Street,Intermediate Level,50,English,0.0,True,312,24,37,Business Finance,15600
Udemy,Build your own Naked Trading Forex Robot,All Levels,40,English,0.0,True,315,28,19,Business Finance,12600
Udemy,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,All Levels,200,English,0.0,True,609,32,33,Business Finance,121800
Udemy,Tax Strategies of the Wealthy,Beginner Level,195,English,0.0,True,207,19,11,Business Finance,40365
Udemy,The Ultimate Fibonacci Trading Plan for Forex and Stocks,All Levels,200,English,0.0,True,399,15,15,Business Finance,79800
Udemy,Finance and Accounting for Startups,All Levels,50,English,0.0,True,1175,92,75,Business Finance,58750
Udemy,Forex - Calculate Lot Size Like Pro,All Levels,20,English,0.0,True,543,14,11,Business Finance,10860
Udemy,The Complete Forex Trader,All Levels,25,English,0.0,True,1634,142,46,Business Finance,40850
Udemy,Tape Reading: Learn how to read the tape for day trading,All Levels,195,English,0.0,True,1013,128,32,Business Finance,197535
Udemy,4 Easy Daily Forex Trades: A Recipe for Trading Success,All Levels,200,English,0.0,True,319,19,12,Business Finance,63800
Udemy,Trading Robot Forex Programs in Your Sleep in Live Examples!,Expert Level,200,English,0.0,True,1125,11,18,Business Finance,225000
Udemy,Free Options 101 - Basic of Call and Put Options in 1 Hours,All Levels,0,English,0.0,False,2481,71,26,Business Finance,0
Udemy,An Intro into Trading the Financial Markets,Beginner Level,100,English,0.0,True,1006,14,17,Business Finance,100600
Udemy,Developing A Trading Strategy: Your Guide to Trading Success,All Levels,20,English,0.0,True,1044,8,16,Business Finance,20880
Udemy,How to Trade Commodity and Financial Futures for a Living!,All Levels,200,English,0.0,True,1240,17,20,Business Finance,248000
Udemy,How to Trade Forex like a Hedge Fund: Long FX Strategies,All Levels,115,English,0.0,True,504,5,32,Business Finance,57960
Udemy,Complete Short Financial Ratio Course for Financial Analysis,All Levels,200,English,0.0,True,15,1,56,Business Finance,3000
Udemy,How to Build Profitable FOREX Automated Trading Strategies!,All Levels,200,English,0.0,True,358,8,21,Business Finance,71600
Udemy,Stock Trading Strategies: Profitable Trading in 7 Days.,All Levels,50,English,0.0,True,80,10,27,Business Finance,4000
Udemy,Management Accounting A Complete Study,All Levels,150,English,0.0,True,133,3,158,Business Finance,19950
Udemy,Become a Career Day Trader: Asian-Pacific Futures Markets,All Levels,20,English,0.0,True,207,8,30,Business Finance,4140
Udemy,Equity Products,All Levels,50,English,0.0,True,426,17,16,Business Finance,21300
Udemy,Financial Accounting Part I - Passing the Class,Beginner Level,20,English,0.0,True,45,10,47,Business Finance,900
Udemy,Accounting 102: Guide to Business Accounting,Intermediate Level,50,English,0.0,True,1280,1,27,Business Finance,64000
Udemy,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,All Levels,35,English,0.0,True,142,4,18,Business Finance,4970
Udemy,Advanced Finance and Accounting for Startups,Intermediate Level,40,English,0.0,True,188,7,48,Business Finance,7520
Udemy,Basics of Tax in India  (College Level),All Levels,20,English,0.0,True,718,5,28,Business Finance,14360
Udemy,Trade for a Living,All Levels,20,English,0.0,True,293,14,59,Business Finance,5860
Udemy,Learn Stock Options: Options Made Simple 101,Beginner Level,35,English,0.0,True,93,13,49,Business Finance,3255
Udemy,Banking Credit Analysis Process (for Bankers),Beginner Level,180,English,0.0,True,894,62,241,Business Finance,160920
Udemy,Professional Forex strategy,Expert Level,50,English,0.0,True,353,21,17,Business Finance,17650
Udemy,A Beginners Guide to Technical Analysis of Stock Charts,Beginner Level,40,English,0.0,True,829,78,50,Business Finance,33160
Udemy,Get out of Debt - The Power of Using Compounding Interest,All Levels,50,English,0.0,True,1195,3,7,Business Finance,59750
Udemy,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,All Levels,95,English,0.0,True,335,25,29,Business Finance,31825
Udemy,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,Beginner Level,40,English,0.0,True,500,45,34,Business Finance,20000
Udemy,Learn to Trade Forex Naked Price Action Wammie Trade,All Levels,40,English,0.0,True,159,16,13,Business Finance,6360
Udemy,Fixed Income Securities,All Levels,50,English,0.0,True,739,54,24,Business Finance,36950
Udemy,Financial Accounting Made Easy for All,All Levels,20,English,0.0,True,87,22,86,Business Finance,1740
Udemy,Ultimate Guide To Trading Engulfing Candlestick Strategy,All Levels,200,English,0.0,True,185,36,25,Business Finance,37000
